"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulTrap, NoDivZero, ClearMem";"Agony ? 1992 Psygnosis.";"1992 Psygnosis & Art And Magic";"whdload";"0";"Agony";"AgonyNTSC";"2579765";"A\AgonyNTSC\AgonyNTSC.Slave";"0";"A\AgonyNTSC";"524288";"Agony";"OCS/ECS";"";"";"";"NTSC";"";"agony";"Exact";"100";"Agony";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Agony\igame.iff";"agony"
"NoError, EmulTrap, NoDivZero, ClearMem";"Golden Eagle (C)1991 Loriciel.";"1991 Loriciel";"whdload";"0";"Golden Eagle/Aigle D or Le retour";"AigleDOrFr";"2229210";"A\AigleDOrFr\AigleDOrFr.slave";"262144";"A\AigleDOrFr";"1048576";"AigleDOr";"OCS/ECS";"Fr";"";"";"";"";"laigle dor le retour";"Exact";"100";"laigle-dor-le-retour";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\l\laigle-dor-le-retour\screen_002.png";"laigle-dor-le-retour"
"NoError, Req68020";"Golden Eagle (C)1991 Loriciel.";"1991 Loriciel";"whdload";"0";"Golden Eagle Intro";"AigleDOrFr";"2229210";"A\AigleDOrFr\IntroFr.slave";"786432";"A\AigleDOrFr";"524288";"AigleDOr";"OCS/ECS";"Fr";"";"";"";"";"laigle dor le retour";"Exact";"100";"laigle-dor-le-retour";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\l\laigle-dor-le-retour\screen_002.png";"laigle-dor-le-retour"
"Disk, NoError, EmulTrap";"Airball ? 1987-89 Microdeal.";"1987-89 Microdeal";"whdload";"0";"Airball";"Airball";"825310";"A\Airball\Airball.Slave";"0";"A\Airball";"524288";"Airball";"OCS/ECS";"";"";"";"";"";"airball";"Exact";"100";"Airball";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Airball\igame.iff";"airball"
"NoError, EmulTrap, ClearMem";"Airborne Ranger ? 1989 Microprose.";"1989 Microprose";"whdload";"0";"Airborne Ranger";"AirborneRanger";"762319";"A\AirborneRanger\AirborneRanger.Slave";"0";"A\AirborneRanger";"524288";"AirborneRanger";"OCS/ECS";"";"";"";"";"";"airborne ranger";"Exact";"100";"AirborneRanger";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AirborneRanger\igame.iff";"airborneranger"
"NoError, EmulTrap, NoDivZero, ClearMem";"Air Support ? 1992 Psygnosis";"1992 Psygnosis";"whdload";"0";"Air Support";"AirSupport";"1933132";"A\AirSupport\AirSupport.Slave";"4294443008";"A\AirSupport";"524288";"AirSupport";"OCS/ECS";"";"";"";"";"";"air support";"Exact";"100";"air-support";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\air-support\screen_001.png";"air-support"
"NoError, EmulTrap, ClearMem";"Akira ? 1994 Ice - 3 disks";"1994 Ice";"whdload";"0";"Akira";"Akira";"2353509";"A\Akira\Akira.slave";"0";"A\Akira";"1048576";"Akira";"OCS/ECS";"";"";"";"";"";"akira";"Exact";"100";"Akira";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Akira\igame.iff";"akira"
"NoError, EmulTrap, ClearMem";"Alcatraz ? 1992 Infogrames.";"1992 Infogrames";"whdload";"0";"Alcatraz";"Alcatraz";"1835534";"A\Alcatraz\Alcatraz.slave";"0";"A\Alcatraz";"524288";"Alcatraz";"OCS/ECS";"";"";"";"";"";"alcatraz";"Exact";"100";"Alcatraz";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Alcatraz\igame.iff";"alcatraz"
"NoError, ClearMem";"Alchemy demo ? 1994 Psygnosis";"1994 Psygnosis";"whdload";"0";"Alchemy demo";"AlchemyDemo";"357375";"A\AlchemyDemo\AlchemyDemo.Slave";"4096";"A\AlchemyDemo";"524288";"Alchemy";"OCS/ECS";"";"";"Demo";"";"";"alchemy";"Exact";"100";"alchemy";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\alchemy\screen_001.png";"alchemy"
"NoError, EmulTrap";"Alfred Chicken (c) 1993 Twilight/Mindscape - 1 disk.";"1993 Twilight/Mindscape";"whdload";"0";"Alfred Chicken";"AlfredChicken";"612551";"A\AlfredChicken\AlfredChicken.Slave";"0";"A\AlfredChicken";"1048576";"AlfredChicken";"OCS/ECS";"";"";"";"";"";"alfred chicken";"Exact";"100";"AlfredChicken";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlfredChicken\igame.iff";"alfredchicken"
"NoError, EmulTrap, NoKbd, ClearMem";"Alianator ? 1991 P.S.";"1991 P.S. ";"whdload";"0";"Alianator";"Alianator";"372468";"A\Alianator\Alianator.Slave";"0";"A\Alianator";"524288";"Alianator";"OCS/ECS";"";"";"";"";"";"alianator";"Exact";"100";"alianator";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\alianator\screen_002.png";"alianator"
"Disk, NoError";"Alien III ? 1992 Virgin";"1992 Virgin";"whdload";"0";"Alien III";"Alien3";"1822172";"A\Alien3\Alien3.Slave";"524288";"A\Alien3";"524288";"Alien3";"OCS/ECS";"";"";"";"";"";"alien 3";"Exact";"100";"Alien3";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Alien3\igame.iff";"alien3"
"NoError, EmulTrap, ClearMem";"Alien Bash (c) 1993 Glen Cumming & Stuart Law - 1";"1993 Glen Cumming & Stuart Law";"whdload";"0";"Alien Bash";"AlienBash";"272136";"A\AlienBash\AlienBash.Slave";"4096";"A\AlienBash";"524288";"AlienBash";"OCS/ECS";"";"";"";"";"";"alien bash";"Exact";"100";"AlienBash";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlienBash\igame.iff";"alienbash"
"NoError, EmulTrap";"Alien Bash 2 by Glen Cumming/Myles Jeffery (c) 1995 - 1 disk.";"1995 Glen Cumming/Myles Jeffery";"whdload";"0";"Alien Bash 2";"AlienBash2";"1063152";"A\AlienBash2\AlienBash2.slave";"720896";"A\AlienBash2";"720896";"AlienBash2";"OCS/ECS";"";"";"";"";"";"alien bash 2";"Exact";"100";"AlienBash2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\A\AlienBash2\igame.iff";"alienbash2"
"NoError, EmulTrap, NoKbd";"Alien Breed ? 1991 Team 17.";"1991 Team 17";"whdload";"0";"Alien Breed";"AlienBreed";"1840708";"A\AlienBreed\AlienBreed.Slave";"524288";"A\AlienBreed";"524288";"AlienBreed";"OCS/ECS";"";"";"";"";"";"alien breed";"Exact";"100";"AlienBreed";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlienBreed\igame.iff";"alienbreed"
"Disk, NoError, EmulTrap, NoKbd";"Alien Breed 2 - The Horror Continues ? 1993 Team 17.";"1993 Team 17";"whdload";"0";"Alien Breed 2 ECS";"AlienBreed2";"2973698";"A\AlienBreed2\AlienBreed2.slave";"524288";"A\AlienBreed2";"524288";"AlienBreed2";"OCS/ECS";"";"";"";"";"";"alien breed 2";"Exact";"100";"AlienBreed2";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\A\AlienBreed2\igame.iff";"alienbreed2"
"NoError, NoKbd";"Alien Breed Special Edition 1992";"";"whdload";"0";"";"AlienBreedSpecialEdition";"1272377";"A\AlienBreedSpecialEdition\AlienBreedSpecialEdition.Slave";"0";"A\AlienBreedSpecialEdition";"1048576";"AlienBreedSpecialEdition";"OCS/ECS";"";"";"";"";"";"alien breed special edition";"Exact";"100";"AlienBreedSpecialEdition";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlienBreedSpecialEdition\igame.iff";"alienbreedspecialedition"
"NoError, EmulTrap";"Alien Breed Story Disk by Team 17 (c) 1991 - 1 disk.";"1991 Team 17";"whdload";"0";"Alien Breed - intro";"AlienBreedStory";"932168";"A\AlienBreedStory\AlienBreedStory.Slave";"524288";"A\AlienBreedStory";"524288";"AlienBreedStory";"OCS/ECS";"";"";"";"";"";"alien breed story intro";"Exact";"100";"alien-breed-story";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\alien-breed-story\igame.iff";"alien-breed-story"
"NoError, ClearMem";"Alien Breed Tower Assault ? 1994 Team 17";"1994 Team 17";"whdload";"0";"Alien Breed Tower Assault";"AlienBreedTA";"2965419";"A\AlienBreedTA\AlienBreedTA.Slave";"520192";"A\AlienBreedTA";"524288";"AlienBreedTA";"OCS/ECS";"";"";"";"";"";"alien breed ta tower assault";"Exact";"100";"alien-breed-ta";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\alien-breed-ta\igame.iff";"alien-breed-ta"
"NoError, ClearMem";"Alien Breed Tower Assault ? 1994 Team 17";"1994 Team 17";"whdload";"0";"Alien Breed Tower Assault";"AlienBreedTA11";"2965441";"A\AlienBreedTA11\AlienBreedTA11.slave";"520192";"A\AlienBreedTA11";"524288";"AlienBreedTA11";"OCS/ECS";"";"";"";"";"";"alien breed ta 11 tower assault";"Exact";"100";"AlienBreedTowerAssault";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlienBreedTowerAssault\igame.iff";"alienbreedtowerassault"
"NoError, EmulPriv, ClearMem, Examine";"Alien Drug Lords: The Chyropian Connection";"1991 Panther Games";"whdload";"0";"Alien Drug Lords: The Chyropian Connection";"AlienDrugLords";"3257442";"A\AlienDrugLords\AlienDrugLords.Slave";"786432";"A\AlienDrugLords";"524288";"AlienDrugLords";"OCS/ECS";"";"";"";"";"";"alien drug lords the chyropian connection";"Exact";"100";"alien-drug-lords";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\alien-drug-lords\screen_002.png";"alien-drug-lords"
"NoError, EmulPriv, Examine";"Alien Fish Finger ? 1995 Skull Army/Davis J. Cruickshank.";"1995 Skull Army/David J. Cruickshank.";"whdload";"0";"Alien Fish Finger";"AlienFishFinger";"574945";"A\AlienFishFinger\AlienFishFinger.Slave";"262144";"A\AlienFishFinger";"786432";"AlienFishFinger";"OCS/ECS";"";"";"";"";"";"alien fish finger";"Exact";"100";"AlienFishFinger";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlienFishFinger\igame.iff";"alienfishfinger"
"NoError, EmulTrap, NoKbd, ClearMem";"Alien Legion (c) 1989 Pegasus";"1989 Pegasus";"whdload";"0";"Alien Legion";"AlienLegion";"903736";"A\AlienLegion\AlienLegion.Slave";"0";"A\AlienLegion";"524288";"AlienLegion";"OCS/ECS";"";"";"";"";"";"alien legion";"Exact";"100";"alien-legion";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\alien-legion\screen_002.png";"alien-legion"
"NoError, EmulTrap, NoDivZero, ClearMem";"Alien Storm ? 1990 Sega/US Gold";"1991 US Gold";"whdload";"0";"Alien Storm";"AlienStorm";"676748";"A\AlienStorm\AlienStorm.Slave";"0";"A\AlienStorm";"524288";"AlienStorm";"OCS/ECS";"";"";"";"";"";"alien storm";"Exact";"100";"AlienStorm";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlienStorm\igame.iff";"alienstorm"
"NoError, EmulPriv, ClearMem, Examine";"Alien Syndrome ? 1987 SEGA";"1987 Sega";"whdload";"0";"Alien Syndrome";"AlienSyndrome";"285527";"A\AlienSyndrome\AlienSyndrome.slave";"262144";"A\AlienSyndrome";"524288";"AlienSyndrome";"OCS/ECS";"";"";"";"";"";"alien syndrome";"Exact";"100";"AlienSyndrome";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlienSyndrome\igame.iff";"aliensyndrome"
"NoError, EmulTrap, NoKbd";"Alien World (c) 1992 PAL Developments/Hi-Tec - 1";"1992 PAL Developments/Hi-Tec";"whdload";"0";"Alien World";"AlienWorld";"1065881";"A\AlienWorld\AlienWorld.Slave";"0";"A\AlienWorld";"524288";"AlienWorld";"OCS/ECS";"";"";"";"";"";"alien world";"Exact";"100";"AlienWorld";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGameUpdatePackTroelsDK\IFF 320x256 - Interlaced\IFF\A\AlienWorld\igame.iff";"alienworld"
"NoError, NoKbd, ClearMem";"Aliex ? 1990 Trojan.";"1990 Trojan";"whdload";"0";"Aliex";"Aliex";"914857";"A\Aliex\Aliex.Slave";"0";"A\Aliex";"524288";"Aliex";"OCS/ECS";"";"";"";"";"";"aliex";"Exact";"100";"aliex";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Lemon Amiga\a\aliex\screen_003.png";"aliex"
"EmulTrap, NoDivZero";"Allan Border's Cricket (c) 1993 Audiogenic - 2 disks.";"1993 Audiogenic";"whdload";"0";"Allan Border";"AllanBordersCricket";"621216";"A\AllanBordersCricket\AllanBordersCricket.Slave";"0";"A\AllanBordersCricket";"1048576";"AllanBordersCricket";"OCS/ECS";"";"";"";"";"";"allan borders cricket border";"Exact";"100";"allan-borders-cricket";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\allan-borders-cricket\screen_002.png";"allan-borders-cricket"
"NoError, EmulTrap, ClearMem";"'Allo 'Allo (c) 1993 Alternative Software.";"1993 Alternative Software";"whdload";"0";"Allo Allo";"AlloAllo";"1824190";"A\AlloAllo\AlloAllo.Slave";"524288";"A\AlloAllo";"524288";"AlloAllo";"OCS/ECS";"";"";"";"";"";"allo";"Exact";"100";"AlloAllo";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlloAllo\igame.iff";"alloallo"
"NoError, EmulTrap";"All Terrain Racing (c) 1995 Team 17 - 2 disks.";"1995 Team 17";"whdload";"0";"All Terrain Racing";"AllTerrainRacing";"1393345";"A\AllTerrainRacing\AllTerrainRacing.Slave";"524288";"A\AllTerrainRacing";"524288";"AllTerrainRacing";"OCS/ECS";"";"";"";"";"";"all terrain racing";"Exact";"100";"AllTerrainRacing";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AllTerrainRacing\igame.iff";"allterrainracing"
"NoError, EmulTrap";"the Amiga Format All Terrain Racing Xmas Demo";"1994 Team 17";"whdload";"0";"All Terrain Racing Xmas Demo";"AllTerrainRacingXmasDemo";"941441";"A\AllTerrainRacingXmasDemo\AllTerrainRacingXmasDemo.slave";"458752";"A\AllTerrainRacingXmasDemo";"524288";"AllTerrainRacingXmas";"OCS/ECS";"";"";"Demo";"";"";"all terrain racing xmas";"Best";"2.969537";"atr-all-terrain-racing";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\atr-all-terrain-racing\screen_002.png";"atr-all-terrain-racing"
"NoError, ClearMem";"Alpha-1 ? 1988 ECP";"1988 ECP";"whdload";"0";"Alpha-1";"Alpha1";"300745";"A\Alpha1\Alpha1.Slave";"4096";"A\Alpha1";"524288";"Alpha1";"OCS/ECS";"";"";"";"";"";"alpha 1";"Exact";"100";"Alpha1";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Alpha1\igame.iff";"alpha1"
"NoError, ClearMem";"Alpha Waves ? 1990 Infogrames";"1990 Infogrames";"whdload";"0";"Alpha Waves";"AlphaWaves";"434167";"A\AlphaWaves\AlphaWaves.Slave";"90112";"A\AlphaWaves";"524288";"AlphaWaves";"OCS/ECS";"";"";"";"";"";"alpha waves";"Exact";"100";"AlphaWaves";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlphaWaves\igame.iff";"alphawaves"
"NoError, ClearMem";"Altered Beast ? 1989 Sega/Activision";"1989 Sega/Activision";"whdload";"0";"Altered Beast";"AlteredBeast";"1827795";"A\AlteredBeast\AlteredBeast.slave";"0";"A\AlteredBeast";"524288";"AlteredBeast";"OCS/ECS";"";"";"";"";"";"altered beast";"Exact";"100";"AlteredBeast";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlteredBeast\igame.iff";"alteredbeast"
"NoError, EmulPriv, Examine";"Altered Destiny ? 1991 Accolade.";"1991 Accolade";"whdload";"0";"Altered Destiny";"AlteredDestiny";"4533292";"A\AlteredDestiny\AlteredDestiny.slave";"786432";"A\AlteredDestiny";"524288";"AlteredDestiny";"OCS/ECS";"";"";"";"";"";"altered destiny";"Exact";"100";"AlteredDestiny";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AlteredDestiny\igame.iff";"altereddestiny"
"NoError, Req68020, EmulPriv";"";"1990 Paragon-Oxford Digital-Empire";"whdload";"0";"The Amazing Spider-Man";"AmazingSpiderMan";"512768";"A\AmazingSpiderMan\AmazingSpiderMan.slave";"589824";"A\AmazingSpiderMan";"524288";"AmazingSpiderMan";"OCS/ECS";"";"";"";"";"";"amazing spider man the";"Exact";"100";"amazing-spider-man";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Custom\amazing-spider-man\screen_001.png";"amazing-spider-man"
"NoError, EmulTrap, EmulPriv, Examine";"Ambermoon by Thalion (c) 1993 - 9 disks.";"1993 Thalion";"whdload";"0";"Ambermoon";"Ambermoon";"6389992";"A\Ambermoon\Ambermoon.Slave";"262144";"A\Ambermoon";"1048576";"Ambermoon";"OCS/ECS";"";"";"";"";"";"ambermoon";"Exact";"100";"ambermoon";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\ambermoon\screen_002.png";"ambermoon"
"NoError, EmulTrap, EmulPriv, Examine";"Ambermoon by Thalion (c) 1993 - 9 disks.";"1993 Thalion";"whdload";"0";"Ambermoon";"AmbermoonDe";"6393201";"A\AmbermoonDe\AmbermoonDe.Slave";"262144";"A\AmbermoonDe";"1048576";"Ambermoon";"OCS/ECS";"De";"";"";"";"";"ambermoon";"Exact";"100";"ambermoon";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\ambermoon\screen_002.png";"ambermoon"
"NoError, EmulTrap, ClearMem";"Amberstar by Thalion (c) 1992 - 3 disks.";"1992 Thalion";"whdload";"0";"Amberstar";"Amberstar";"2051979";"A\Amberstar\Amberstar.slave";"0";"A\Amberstar";"1048576";"Amberstar";"OCS/ECS";"";"";"";"";"";"amberstar";"Exact";"100";"Amberstar";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\A\Amberstar_2.png";"amberstar"
"NoError, EmulTrap, ClearMem";"Amberstar by Thalion (c) 1992 - 3 disks.";"1992 Thalion";"whdload";"0";"Amberstar";"AmberstarDe";"2073224";"A\AmberstarDe\AmberstarDe.slave";"0";"A\AmberstarDe";"1048576";"Amberstar";"OCS/ECS";"De";"";"";"";"";"amberstar";"Exact";"100";"Amberstar";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\A\Amberstar_2.png";"amberstar"
"NoError, EmulTrap, ClearMem";"Amberstar by Thalion (c) 1992 - 3 disks.";"1992 Thalion";"whdload";"0";"Amberstar";"AmberstarDeFast";"2073240";"A\AmberstarDeFast\AmberstarDeFast.slave";"524288";"A\AmberstarDeFast";"524288";"Amberstar";"OCS/ECS";"De";"Fast";"";"";"";"amberstar";"Exact";"100";"Amberstar";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\GameBase Amiga v2.0 Screenshots\A\Amberstar_2.png";"amberstar"
"NoError, EmulTrap, ClearMem";"Amberstar by Thalion (c) 1992 - 3 disks.";"1992 Thalion";"whdload";"0";"Amberstar";"AmberstarFast";"2051995";"A\AmberstarFast\AmberstarFast.slave";"524288";"A\AmberstarFast";"524288";"Amberstar";"OCS/ECS";"";"Fast";"";"";"";"amberstar";"Exact";"100";"AmberstarFast";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AmberstarFast\igame.iff";"amberstarfast"
"NoError, EmulTrap, ClearMem";"Amegas (c) 1987 Guido Bartels/reLINE Software - 1";"1987 Guido Bartels/reLINE Software";"whdload";"0";"Amegas";"Amegas";"843289";"A\Amegas\Amegas.Slave";"0";"A\Amegas";"524288";"Amegas";"OCS/ECS";"";"";"";"";"";"amegas";"Exact";"100";"Amegas";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Amegas\igame.iff";"amegas"
"NoError, EmulTrap, ClearMem";"American Gladiators ? 1992 GameTek.";"1992 GameTek";"whdload";"0";"American Gladiators";"AmericanGladiators";"1716915";"A\AmericanGladiators\AmericanGladiators.slave";"0";"A\AmericanGladiators";"524288";"AmericanGladiators";"OCS/ECS";"";"";"";"";"";"american gladiators";"Exact";"100";"american-gladiators";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\a\american-gladiators\screen_002.png";"american-gladiators"
"NoError, EmulTrap";"American Tag Team Wrestling by Zeppelin (c) 1992 - 1 disk.";"1992 Zeppelin";"whdload";"0";"American Tag Team Wrestling";"AmericanTagTeamWrestling";"912195";"A\AmericanTagTeamWrestling\AmericanTagTeamWrestling.Slave";"0";"A\AmericanTagTeamWrestling";"524288";"AmericanTagTeamWrestling";"OCS/ECS";"";"";"";"";"";"american tag team wrestling";"Exact";"100";"AmericanTagTeamWrestling";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AmericanTagTeamWrestling\igame.iff";"americantagteamwrestling"
"NoError, EmulPriv, ClearMem, Examine";"Amiga Karate ? 1987 Eidersoft.";"1987 Eidersoft-Paradox";"whdload";"0";"Amiga Karate";"AmigaKarate";"824399";"A\AmigaKarate\AmigaKarate.Slave";"262144";"A\AmigaKarate";"524288";"AmigaKarate";"OCS/ECS";"";"";"";"";"";"amiga karate";"Exact";"100";"AmigaKarate";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AmigaKarate\igame.iff";"amigakarate"
"Disk, NoError, EmulTrap";"Amnios ? 1991 Psygnosis";"1991 Psygnosis";"whdload";"0";"Amnios";"Amnios";"1966869";"A\Amnios\Amnios.Slave";"524288";"A\Amnios";"524288";"Amnios";"OCS/ECS";"";"";"";"";"";"amnios";"Exact";"100";"Amnios";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Amnios\igame.iff";"amnios"
"NoError, EmulTrap";"Anarchy ? 1989 Psygnosis.";"1989 Psygnosis";"whdload";"0";"Anarchy";"Anarchy";"981109";"A\Anarchy\Anarchy.Slave";"0";"A\Anarchy";"524288";"Anarchy";"OCS/ECS";"";"";"";"";"";"anarchy";"Exact";"100";"Anarchy";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\Anarchy\igame.iff";"anarchy"
"NoError, EmulTrap, EmulPriv, Examine";"The Ancient Art of War in the Skies ? 1993 Microprose.";"1993 Microprose";"whdload";"0";"The Ancient Art of War in the Skies";"AncientArtOfWarInTheSkies";"2677166";"A\AncientArtOfWarInTheSkies\AncientArtOfWarInTheSkies.Slave";"786432";"A\AncientArtOfWarInTheSkies";"524288";"AncientArtOfWarInTheSkies";"OCS/ECS";"";"";"";"";"";"ancient art of war in the skies";"Exact";"100";"the-ancient-art-of-war-in-the-skies";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Open Amiga Game Database\t\the-ancient-art-of-war-in-the-skies\screen_002.png";"the-ancient-art-of-war-in-the-skies"
"NoError, EmulPriv, Examine";"Another World ? 1991 Delphine Software";"1991 Delphine Software";"whdload";"0";"Another World";"AnotherWorld";"1448681";"A\AnotherWorld\AnotherWorld.slave";"786432";"A\AnotherWorld";"524288";"AnotherWorld";"OCS/ECS";"";"";"";"";"";"another world";"Exact";"100";"AnotherWorld";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\iGame_Gameplay_Shots_256\a\AnotherWorld\igame.iff";"anotherworld"
