"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError";"Beast Busters by Activision (c) 1990 - 2 disks.";"1990 Activision";"whdload";"0";"Beast Busters";"BeastBusters";"1337184";"B\BeastBusters\BeastBusters.slave";"0";"B\BeastBusters";"524288";"BeastBusters";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"Beavers";"2593143";"B\Beavers\Beavers.slave";"";"B\Beavers";"524288";"Beavers";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Belial ? 1989 Vector Software.";"1989 Sector Software";"whdload";"0";"Belial";"Belial";"819220";"B\Belial\Belial.Slave";"0";"B\Belial";"524288";"Belial";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"Betrayal";"1182042";"B\Betrayal\Betrayal.Slave";"0";"B\Betrayal";"524288";"Betrayal";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero";"Beverly Hills Cop by Tynesoft (c) 1990 - 2 disks.";"1990 Tynesoft";"whdload";"0";"Beverly Hills Cop";"BeverlyHillsCop";"1823045";"B\BeverlyHillsCop\BeverlyHillsCop.slave";"0";"B\BeverlyHillsCop";"524288";"BeverlyHillsCop";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Beyond the Ice Palace (c) 1988 Elite - 1 disk.";"1988 Elite";"whdload";"0";"Beyond the Ice Palace";"BeyondTheIcePalace";"269119";"B\BeyondTheIcePalace\BeyondTheIcePalace.Slave";"0";"B\BeyondTheIcePalace";"524288";"BeyondTheIcePalace";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, EmulPriv";"Big Nose the Caveman (c) 1993 Codemasters - 1 disk.";"1993 Codemasters";"whdload";"0";"Big Nose the Caveman";"BigNoseTheCaveman";"406043";"B\BigNoseTheCaveman\BigNoseTheCaveman.Slave";"0";"B\BigNoseTheCaveman";"524288";"BigNoseTheCaveman";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Big Run ? 1992 Storm.";"1992 Storm";"whdload";"0";"Big Run";"BigRun";"921676";"B\BigRun\BigRun.Slave";"0";"B\BigRun";"524288";"BigRun";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Bionic Commando ? 1988 US Gold.";"1988 US Gold";"whdload";"0";"Bionic Commando";"BionicCommando";"650790";"B\BionicCommando\BionicCommando.Slave";"0";"B\BionicCommando";"524288";"BionicCommando";"OCS/ECS";"";"";"";"";""
"NoError";"Biplane Duel (c) 1989/90 Peter Mason - 1 disk.";"1989 Peter Mason";"whdload";"0";"Biplane Duel";"BiplaneDuel";"79539";"B\BiplaneDuel\BiplaneDuel.Slave";"0";"B\BiplaneDuel";"196608";"BiplaneDuel";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Black Hornet ? 1991 Hi-Tec.";"1991 Hi-Tec";"whdload";"0";"Black Hornet";"BlackHornet";"370228";"B\BlackHornet\BlackHornet.Slave";"0";"B\BlackHornet";"524288";"BlackHornet";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Black Lamp ? 1988 FIREBIRD.";"1988 FireBird";"whdload";"0";"Black Lamp";"BlackLamp";"451636";"B\BlackLamp\BlackLamp.Slave";"0";"B\BlackLamp";"524288";"BlackLamp";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Blades of Steel ? 1990 Konami.";"1990 Konami";"whdload";"0";"Blades of Steel";"BladesOfSteel";"625588";"B\BladesOfSteel\BladesOfSteel.Slave";"0";"B\BladesOfSteel";"524288";"BladesOfSteel";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"Blade Warrior (C)1990 Jason Kingsley/Image Works.";"1990 Jason Kingsley/Image Works";"whdload";"0";"Blade Warrior";"BladeWarrior";"987538";"B\BladeWarrior\BladeWarrior.Slave";"0";"B\BladeWarrior";"528384";"BladeWarrior";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Blasteroids ? 1987 Tengen/Image Works";"1987 Tengen/Image Works";"whdload";"0";"Blasteroids";"Blasteroids";"927538";"B\Blasteroids\Blasteroids.Slave";"4096";"B\Blasteroids";"524288";"Blasteroids";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Blazing Thunder ? 1991 Hi-Tec Software.";"1991 Hi-Tec Software";"whdload";"0";"-) Blazing Thunder (-";"BlazingThunder";"1156589";"B\BlazingThunder\BlazingThunder.Slave";"0";"B\BlazingThunder";"524288";"BlazingThunder";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Blinky's Scary School by Zeppelin (c) 1990 - 1 disk.";"1990 Zeppelin";"whdload";"0";"Blinky";"BlinkysScarySchool";"662531";"B\BlinkysScarySchool\BlinkysScarySchool.Slave";"0";"B\BlinkysScarySchool";"544768";"BlinkysScarySchool";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Blood Money ? 1989 Psygnosis.";"1989 Psygnosis";"whdload";"0";"Blood Money";"BloodMoney";"1973990";"B\BloodMoney\BloodMoney.slave";"0";"B\BloodMoney";"524288";"BloodMoney";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"";"1989 Mirrorsoft / Image Works";"whdload";"0";"Bloodwych";"Bloodwych";"437201";"B\Bloodwych\Bloodwych.Slave";"0";"B\Bloodwych";"524288";"Bloodwych";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"";"1989 Mirrorsoft / Image Works";"whdload";"0";"Bloodwych - Extended Levels";"Bloodwych&ExtendedLevels";"801760";"B\Bloodwych&ExtendedLevels\ExtendedLevels.Slave";"0";"B\Bloodwych&ExtendedLevels";"524288";"Bloodwych";"OCS/ECS";"";"";"";"";"ExtendedLevels"
"NoError, EmulTrap, ClearMem";"";"1989 Mirrorsoft / Image Works";"whdload";"0";"Bloodwych";"Bloodwych&ExtendedLevels";"801760";"B\Bloodwych&ExtendedLevels\Bloodwych.Slave";"0";"B\Bloodwych&ExtendedLevels";"524288";"Bloodwych";"OCS/ECS";"";"";"";"";"ExtendedLevels"
"Disk, NoError, EmulTrap";"Blue Angel 69 (c) 1989 Magic Bytes.";"1989 Magic Bytes";"whdload";"0";"Blue Angel 69";"BlueAngel69";"576499";"B\BlueAngel69\BlueAngel69.slave";"0";"B\BlueAngel69";"524288";"BlueAngel69";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, ClearMem";"The Blues Brothers ? 1991 Titus.";"1991 Titus";"whdload";"0";"The Blues Brothers";"BluesBrothers";"802261";"B\BluesBrothers\BluesBrothers.Slave";"0";"B\BluesBrothers";"524288";"BluesBrothers";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"BMX Simulator (c) 1988 Codemasters - 1 disk.";"1990 Codemasters";"whdload";"0";"BMX Simulator";"BMXSimulator";"522133";"B\BMXSimulator\BMXSimulator.Slave";"0";"B\BMXSimulator";"524288";"BMXSimulator";"OCS/ECS";"";"";"";"";""
"NoError";"Bob's Garden (c) 1993 Justin Leck - 1 disk.";"1993 Justin Leck";"whdload";"0";"Bob";"BobsGarden";"64279";"B\BobsGarden\BobsGarden.Slave";"0";"B\BobsGarden";"393216";"BobsGarden";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Bombfusion ? 1989 Virgin Mastertronic.";"1989 Virgin Mastertronic";"whdload";"0";"Bombfusion";"BombFusion";"818658";"B\BombFusion\BombFusion.Slave";"0";"B\BombFusion";"524288";"BombFusion";"OCS/ECS";"";"";"";"";""
"NoError";"BombJack ? 1988 Elite.";"";"whdload";"0";"";"BombJack";"273560";"B\BombJack\BombJack.slave";"";"B\BombJack";"524288";"BombJack";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Bombuzal (c) 1989 Imageworks.";"1989 Imageworks";"whdload";"0";"Bombuzal";"Bombuzal";"455116";"B\Bombuzal\Bombuzal.slave";"0";"B\Bombuzal";"524288";"Bombuzal";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Bonanza Bros. ? 1991,1992 Sega.";"1990,1991 Sega";"whdload";"0";"Bonanza Bros.";"BonanzaBros";"815061";"B\BonanzaBros\BonanzaBros.slave";"0";"B\BonanzaBros";"524288";"BonanzaBros";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Botics by Krisalis (c) 1990 - 1 disk.";"1990 Krisalis";"whdload";"0";"Botics";"Botics";"767048";"B\Botics\Botics.slave";"0";"B\Botics";"524288";"Botics";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"Brainball (c) 1991 Traveling Bits.";"1991 Traveling Bits";"whdload";"0";"Brainball";"Brainball";"298388";"B\Brainball\Brainball.slave";"0";"B\Brainball";"524288";"Brainball";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"The Teller/The Brain Blasters ? 1991 UbiSoft.";"1991 Ubi Soft";"whdload";"0";"The Teller/The Brain Blasters";"BrainBlasters";"477188";"B\BrainBlasters\BrainBlasters.slave";"0";"B\BrainBlasters";"524288";"BrainBlasters";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, ClearMem";"";"1991 ImageWorks";"whdload";"0";"Brat";"Brat";"1815527";"B\Brat\Brat.slave";"0";"B\Brat";"524288";"Brat";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Brataccas (c) 1987 Psygnosis - 1 disk.";"1987 Psygnosis";"whdload";"0";"Brataccas";"Brataccas";"258900";"B\Brataccas\Brataccas.Slave";"0";"B\Brataccas";"524288";"Brataccas";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Brides of Dracula by Gonzo Games (c) 1991 - 1 disk.";"1991 Gonzo Games";"whdload";"0";"Brides of Dracula";"BridesOfDracula";"850500";"B\BridesOfDracula\BridesOfDracula.slave";"0";"B\BridesOfDracula";"524288";"BridesOfDracula";"OCS/ECS";"";"";"";"";""
"NoError";"B.S.S. Jane Seymour by Gremlin (c) 1990 - 2 disks.";"1990 Gremlin";"whdload";"0";"B.S.S. Jane Seymour";"BSSJaneSeymour";"1816397";"B\BSSJaneSeymour\BSSJaneSeymour.slave";"0";"B\BSSJaneSeymour";"524288";"BSSJaneSeymour";"OCS/ECS";"";"";"";"";""
"NoError";"Bubble Bobble (c) 1988 Firebird - 1 disk.";"1988 Firebird";"whdload";"0";"Bubble Bobble";"BubbleBobble";"425701";"B\BubbleBobble\BubbleBobble.Slave";"4096";"B\BubbleBobble";"524288";"BubbleBobble";"OCS/ECS";"";"";"";"";""
"NoError";"Bubble Gun (c) 1994 Weathermine Software.";"1994 Weathermine Software";"whdload";"0";"Bubble Gun";"BubbleGun";"1458490";"B\BubbleGun\BubbleGun.Slave";"0";"B\BubbleGun";"524288";"BubbleGun";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Buffalo Bill's Wild West Show/Rodeo ? 1988-89 TyneSoft.";"1988-89 TyneSoft ";"whdload";"0";"Buffalo Bill Show";"BuffaloBillsWildWestShow";"1236925";"B\BuffaloBillsWildWestShow\BuffaloBillsWildWestShow.Slave";"0";"B\BuffaloBillsWildWestShow";"524288";"BuffaloBillsWildWestShow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Bug Bash (c) 1990 Mutation/Microtec Entertainment -";"1990 Mutation/Microtec Entertainment";"whdload";"0";"Bug Bash";"BugBash";"925844";"B\BugBash\BugBash.Slave";"0";"B\BugBash";"524288";"BugBash";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Buggy Boy (c) 1988 Elite - 1 disk.";"1988 Elite";"whdload";"0";"Buggy Boy";"BuggyBoy";"423752";"B\BuggyBoy\BuggyBoy.Slave";"0";"B\BuggyBoy";"524288";"BuggyBoy";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Cabal ? 1989 Ocean.";"1989 Ocean";"whdload";"0";"Cabal";"Cabal";"929585";"C\Cabal\Cabal.slave";"0";"C\Cabal";"524288";"Cabal";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Cabaret Asteroids - Vertical (c) 1991 - 1 disk.";"19?? Vertical";"whdload";"0";"Cabaret Asteroids";"CabaretAsteroids";"106118";"C\CabaretAsteroids\CabaretAsteroids.slave";"0";"C\CabaretAsteroids";"524288";"CabaretAsteroids";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Cabaret Asteroids - Vertical (c) 1991 - 1 disk.";"1991 Vertical";"whdload";"0";"Cabaret Asteroids";"CabaretAsteroidsRepacked";"64209";"C\CabaretAsteroidsRepacked\CabaretAsteroidsRepacked.slave";"0";"C\CabaretAsteroidsRepacked";"524288";"CabaretAsteroidsRepacked";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, EmulLineF, ClearMem";"Cadaver & The Payoff ? 1990-1992 Imageworks/Renegade.";"1990-1992 The Bitmap Brothers";"whdload";"0";"Cadaver & The Payoff";"Cadaver";"1910374";"C\Cadaver\Cadaver.Slave";"0";"C\Cadaver";"524288";"Cadaver";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, EmulLineF, ClearMem";"Cadaver & The Payoff ? 1990-1992 Imageworks/Renegade.";"1990-1992 The Bitmap Brothers";"whdload";"0";"Cadaver & The Payoff";"Cadaver&CadaverThePayoff";"2859952";"C\Cadaver&CadaverThePayoff\Cadaver&CadaverThePayoff.Slave";"0";"C\Cadaver&CadaverThePayoff";"524288";"Cadaver";"OCS/ECS";"";"";"";"";"CadaverThePayoff"
"NoError, EmulTrap, EmulLineF, ClearMem";"Cadaver & The Payoff ? 1990-1992 Imageworks/Renegade.";"1990-1992 The Bitmap Brothers";"whdload";"0";"Cadaver & The Payoff";"CadaverThePayoff";"1889760";"C\CadaverThePayoff\CadaverThePayoff.Slave";"0";"C\CadaverThePayoff";"524288";"CadaverThePayoff";"OCS/ECS";"";"";"";"";""
"NoError";"California Games 2 ? 1992 Epyx";"1992 Epyx";"whdload";"0";"California Games 2";"CaliforniaGames2";"1022831";"C\CaliforniaGames2\CaliforniaGames2.slave";"4096";"C\CaliforniaGames2";"524288";"CaliforniaGames2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Captain Fizz by Psygnosis (c) 1988.";"1988 Psygnosis";"whdload";"0";"Captain Fizz";"CaptainFizz";"678254";"C\CaptainFizz\CaptainFizz.slave";"0";"C\CaptainFizz";"524288";"CaptainFizz";"OCS/ECS";"";"";"";"";""
"NoError";"";"1991 Mindscape";"whdload";"0";"Captain Planet";"CaptainPlanet&Planeteers";"795942";"C\CaptainPlanet&Planeteers\CaptainPlanet&Planeteers.Slave";"0";"C\CaptainPlanet&Planeteers";"524288";"CaptainPlanet";"OCS/ECS";"";"";"";"";"Planeteers"
"Disk, NoError, EmulTrap";"Carcharodon - White Sharks ? 1989/1990 Demonware.";"1989/90 Demonware";"whdload";"0";"-) Carcharodon - White Sharks (-";"Carcharodon";"1481973";"C\Carcharodon\Carcharodon.Slave";"0";"C\Carcharodon";"524288";"Carcharodon";"OCS/ECS";"";"";"";"";""
"EmulTrap, NoDivZero, NoKbd, EmulLineA, EmulTrapV, EmulChk, EmulPriv, EmulLineF, ClearMem";"CARDIAXX ? 1991-93 Electronic Zoo and Team 17.";"1991-93 ELECTRONIC ZOO/TEAM 17";"whdload";"0";"Cardiaxx";"CardiaxxElectronicZoo";"978084";"C\CardiaxxElectronicZoo\CardiaxxElectronicZoo.Slave";"0";"C\CardiaxxElectronicZoo";"524288";"CardiaxxElectronicZoo";"OCS/ECS";"";"";"";"";""
"EmulTrap, NoDivZero, NoKbd, EmulLineA, EmulTrapV, EmulChk, EmulPriv, EmulLineF, ClearMem";"CARDIAXX ? 1991-93 Electronic Zoo and Team 17.";"1991-93 ELECTRONIC ZOO/TEAM 17";"whdload";"0";"Cardiaxx";"CardiaxxTeam17";"978077";"C\CardiaxxTeam17\CardiaxxTeam17.Slave";"0";"C\CardiaxxTeam17";"524288";"CardiaxxTeam17";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Carl Lewis Challenge by Psygnosis/Teque (c) 1992 - 2 disks.";"1992 Psygnosis";"whdload";"0";"Carl Lewis Challenge";"CarlLewisChallenge";"1809696";"C\CarlLewisChallenge\CarlLewisChallenge.slave";"0";"C\CarlLewisChallenge";"524288";"CarlLewisChallenge";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"CarrierCommand";"1253947";"C\CarrierCommand\CarrierCommand.Slave";"";"C\CarrierCommand";"524288";"CarrierCommand";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"The Cartoons ? 1993 Loriciel.";"1993 Loriciel";"whdload";"0";"The Cartoon";"Cartoons";"1814104";"C\Cartoons\Cartoons.Slave";"0";"C\Cartoons";"524288";"Cartoons";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"1990 Core";"whdload";"0";"Car-Vup";"CarVup";"915668";"C\CarVup\CarVup.Slave";"0";"C\CarVup";"524288";"CarVup";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd";"Castle Kingdoms (c) 1997 Mutation Software - 1 disk.";"1997 Mutation Software";"whdload";"0";"Castle Kingdoms";"CastleKingdoms";"897754";"C\CastleKingdoms\CastleKingdoms.Slave";"0";"C\CastleKingdoms";"524288";"CastleKingdoms";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Castle Master (c) 1990 Incentive Software/Domark.";"1990 Incentive Software/Domark";"whdload";"0";"Castlemaster";"CastleMaster";"720065";"C\CastleMaster\CastleMaster.Slave";"0";"C\CastleMaster";"524288";"CastleMaster";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, NoKbd";"Catch'em by Prestige Software (c) 1992 - 1 disk.";"";"whdload";"0";"";"CatchEm";"787304";"C\CatchEm\CatchEm.slave";"0";"C\CatchEm";"524288";"CatchEm";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Cavemania, ?1992 Atlantis";"1992 Atlantis";"whdload";"0";"Cavemania";"CaveMania";"221957";"C\CaveMania\Cavemania.slave";"0";"C\CaveMania";"524288";"CaveMania";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, ClearMem";"Celtic Legends by Ubi Soft (c) 1991 - 2 disks.";"1991 UbiSoft";"whdload";"0";"Celtic Legends";"CelticLegends";"1939791";"C\CelticLegends\CelticLegends.Slave";"0";"C\CelticLegends";"524288";"CelticLegends";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chambers of Shaolin ? 1989 Thalion.";"1989 Thalion";"whdload";"0";"Chambers of Shaolin";"ChambersOfShaolin";"926839";"C\ChambersOfShaolin\ChambersOfShaolin.Slave";"0";"C\ChambersOfShaolin";"524288";"ChambersOfShaolin";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Champion Driver ?1991 Idea";"1991 Idea";"whdload";"0";"Champion Driver";"ChampionDriver";"923817";"C\ChampionDriver\ChampionDriver.Slave";"4096";"C\ChampionDriver";"524288";"ChampionDriver";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoDivZero, EmulDivZero";"Vector Championship Run (c) 1990 Impulze/Zeppelin - 1";"1990 Impulze/Zeppelin";"whdload";"0";"Vector Championship Run";"ChampionshipRun";"927572";"C\ChampionshipRun\ChampionshipRun.Slave";"8192";"C\ChampionshipRun";"524288";"ChampionshipRun";"OCS/ECS";"";"";"";"";""
"Disk, NoError, NoDivZero";"Charlie J. Cool by Nevada (c) 1996 - 2 disks.";"1996 Nevada";"whdload";"0";"Charlie J Cool OCS";"CharlieJCool";"1814154";"C\CharlieJCool\CharlieJCool.slave";"0";"C\CharlieJCool";"524288";"CharlieJCool";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Chase H.Q. (c) 1989 Teque/Ocean - 1 disk.";"1989 Teque/Ocean";"whdload";"0";"Chase H.Q.";"ChaseHQ";"926218";"C\ChaseHQ\ChaseHQ.Slave";"0";"C\ChaseHQ";"524288";"ChaseHQ";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chase HQ 2 by Ocean (c) 1990 - 2 disks.";"1990 Ocean";"whdload";"0";"Chase HQ 2";"ChaseHQ2";"1609758";"C\ChaseHQ2\ChaseHQ2.Slave";"0";"C\ChaseHQ2";"524288";"ChaseHQ2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chip's Challenge (c) 1990 Epyx Inc. - 1 disk.";"1990 Epyx Inc/US Gold";"whdload";"0";"Chip";"ChipsChallengeEpyx";"490659";"C\ChipsChallengeEpyx\ChipsChallengeEpyx.Slave";"0";"C\ChipsChallengeEpyx";"524288";"ChipsChallengeEpyx";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chip's Challenge (c) 1990 Epyx Inc. - 1 disk.";"1990 Epyx Inc/US Gold";"whdload";"0";"Chip";"ChipsChallengeUSGold";"490661";"C\ChipsChallengeUSGold\ChipsChallengeUSGold.Slave";"0";"C\ChipsChallengeUSGold";"524288";"ChipsChallengeUSGold";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Chrome (c) 1992 Gremlin - 1 disk.";"1992 Gremlin";"whdload";"0";"Chrome";"Chrome";"136628";"C\Chrome\Chrome.Slave";"4096";"C\Chrome";"524288";"Chrome";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Chubby Gristle by Grandslam/Teque (c) 1988 - 1 disk.";"1988 Grandslam";"whdload";"0";"Chubby Gristle";"ChubbyGristle";"912475";"C\ChubbyGristle\ChubbyGristle.Slave";"0";"C\ChubbyGristle";"524288";"ChubbyGristle";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Chuckie Egg (c) 1983 Nigel Alderton.";"1983 Nigel Alderton";"whdload";"0";"Chuckie Egg";"ChuckieEgg";"926144";"C\ChuckieEgg\ChuckieEgg.Slave";"0";"C\ChuckieEgg";"524288";"ChuckieEgg";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Chuckie Egg 2 (c) 1983 Nigel Alderton.";"1983 Nigel Alderton";"whdload";"0";"Chuckie Egg II";"ChuckieEgg2";"925973";"C\ChuckieEgg2\ChuckieEgg2.Slave";"0";"C\ChuckieEgg2";"524288";"ChuckieEgg2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Chuck Rock ? 1991 Core Design";"1991 Core Design";"whdload";"0";"Chuck Rock";"ChuckRock";"1375187";"C\ChuckRock\ChuckRock.Slave";"4096";"C\ChuckRock";"524288";"ChuckRock";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"";"";"whdload";"0";"";"ChuckYeagersAFT2";"925967";"C\ChuckYeagersAFT2\ChuckYeagersAFT2.Slave";"";"C\ChuckYeagersAFT2";"524288";"ChuckYeagersAFT2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, NoKbd, ClearMem";"Circus Attractions ? 1989 Golden Goblins.";"1989-91 Golden Goblins/Top Shots ";"whdload";"0";"Circus Attractions";"CircusAttractions2Disk";"1815572";"C\CircusAttractions2Disk\CircusAttractions2Disk.Slave";"0";"C\CircusAttractions2Disk";"557056";"CircusAttractions";"OCS/ECS";"";"";"";"2Disk";""
"NoError, EmulTrap";"Circus Games ? 1988 TyneSoft.";"1988 TyneSoft ";"whdload";"0";"Circus Games";"CircusGames";"1060670";"C\CircusGames\CircusGames.Slave";"0";"C\CircusGames";"524288";"CircusGames";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Cisco Heat ? 1992 Imageworks";"1992 Imageworks";"whdload";"0";"Cisco Heat";"CiscoHeat";"914542";"C\CiscoHeat\CiscoHeat.Slave";"0";"C\CiscoHeat";"524288";"CiscoHeat";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"CJ in the USA ? 1992 Codemasters.";"1992 Codemasters";"whdload";"0";"CJ in the USA";"CJInTheUSA";"243984";"C\CJInTheUSA\CJInTheUSA.Slave";"0";"C\CJInTheUSA";"524288";"CJInTheUSA";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"CJ's Elephant Antics (c) 1991 Codemasters - 1 disk.";"1991 Codemasters";"whdload";"0";"CJ";"CJsElephantAntics";"213728";"C\CJsElephantAntics\CJsElephantAntics.Slave";"0";"C\CJsElephantAntics";"524288";"CJsElephantAntics";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Clik Clak (c) 1992 Idea - 1 disk.";"1992 Idea";"whdload";"0";"Clik Clak";"ClikClak";"828172";"C\ClikClak\ClikClak.Slave";"0";"C\ClikClak";"524288";"ClikClak";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Cloud Kingdoms by Millenium, 1 disk.";"Millennium";"whdload";"0";"Cloud Kingdoms";"CloudKingdoms";"404889";"C\CloudKingdoms\CloudKingdoms.slave";"0";"C\CloudKingdoms";"524288";"CloudKingdoms";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Clown-O-Mania (C) 1989 Starbyte.";"1989 Starbyte";"whdload";"0";"Clown-o-Mania";"ClownOMania";"920502";"C\ClownOMania\ClownOMania.slave";"0";"C\ClownOMania";"507904";"ClownOMania";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Colorbuster by Indian Software (c) 1991 - 1 disk.";"1991 Pyramid Software";"whdload";"0";"Colorbuster";"ColorBuster";"423301";"C\ColorBuster\ColorBuster.slave";"0";"C\ColorBuster";"524288";"ColorBuster";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Commando ? 1989 Elite.";"1989 Elite";"whdload";"0";"Commando";"Commando";"616124";"C\Commando\Commando.Slave";"0";"C\Commando";"524288";"Commando";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"";"";"whdload";"0";"";"Conqueror";"365676";"C\Conqueror\Conqueror.Slave";"";"C\Conqueror";"524288";"Conqueror";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Continental Circus ? 1989 Taito.";"1989 Taito";"whdload";"0";"Continental Circus";"ContinentalCircus";"913400";"C\ContinentalCircus\ContinentalCircus.Slave";"0";"C\ContinentalCircus";"524288";"ContinentalCircus";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Corporation ? 1992 Core Design Limited.";"Core Design/Dementia";"whdload";"0";"Corporation";"Corporation2Disk";"1352096";"C\Corporation2Disk\Corporation2Disk.Slave";"0";"C\Corporation2Disk";"528384";"Corporation";"OCS/ECS";"";"";"";"2Disk";""
"Disk, NoError";"Corporation ? 1992 Core Design Limited.";"Core Design/Dementia";"whdload";"0";"Corporation";"Corporation&Missions3Disk";"2202025";"C\Corporation&Missions3Disk\Corporation&Missions3Disk.Slave";"0";"C\Corporation&Missions3Disk";"528384";"Corporation";"OCS/ECS";"";"";"";"3Disk";"Missions"
"NoError, EmulTrap, ClearMem";"Corx (c) 1991 Starbyte - 1 disk.";"1991 Starbyte";"whdload";"0";"Corx";"Corx";"923345";"C\Corx\Corx.Slave";"0";"C\Corx";"524288";"Corx";"OCS/ECS";"";"";"";"";""
