"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"Apocalypse\Apocalypse.Slave";"NoError, EmulTrap, ClearMem";"Apocalypse 1992 Gods.";"Apocalypse";"1992 Gods";"0";"A\Apocalypse_v1.0_Gods.lha";"Apocalypse";"Apocalypse";"0";"whdload";"524288";"394645";"Apocalypse";"OCS/ECS";"";"";"";"";"";"apocalypse gods";"Exact";"100";"Pouet";"n/a";"n/a";"gods";"a\apocalypse-gods";"demo";"Abstract - Oxygen Summer Conference 1992";"http://content.pouet.net/files/screenshots/00019/00019574.gif";"1992";"Apocalypse";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19574";"apocalypse apocalypse gods apocalypsegods"
"Aquarium\Aquarium.Slave";"NoError, EmulTrap, ClearMem";"Aquarium 1993 Carillon & Cyberiad.";"Aquarium";"1993 Carillon & Cyberiad";"524288";"A\Aquarium_v1.0_Carillon&Cyberiad.lha";"Aquarium";"Aquarium";"0";"whdload";"524288";"727468";"Aquarium";"OCS/ECS";"";"";"";"";"";"aquarium carillon cyberiad";"Exact";"100";"Pouet";"amiga demo";"6th";"Carillon & Cyberiad";"a\aquarium-carillon-cyberiad";"demo";"ECC 1993";"http://content.pouet.net/files/screenshots/00006/00006533.jpg";"august 1993";"Aquarium";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=6533";"aquarium aquarium carillon cyberiad aquariumcarilloncyberiad"
"Art&Go\Art&Go.Slave";"NoError, ClearMem";"Art and Go ? 1993 Impulse.";"Art and Go";"1993 Impulse";"0";"A\Art&Go_v1.0_Impulse.lha";"Art&Go";"Art&Go";"0";"whdload";"524288";"917773";"Art&Go";"OCS/ECS";"";"";"";"";"";"art go and impulse";"Best";"3.469036";"Pouet";"";"";"Impulse (.hu)";"a\art-go-impulse-hu";"slideshow";"";"http://content.pouet.net/files/screenshots/00012/00012432.jpg";"july 1993";"Art & Go!";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12432";"art go artgo impulse hu artgoimpulsehu"
"Arte\Arte.Slave";"Disk, NoError, EmulTrap";"Arte ? 1993 Sanity.";"Arte";"1993 Sanity";"499712";"A\Arte_v1.5_Sanity.lha";"Arte";"Arte";"0";"whdload";"495616";"899012";"Arte";"OCS/ECS";"";"";"";"";"";"arte sanity";"Exact";"100";"Pouet";"amiga demo";"3rd";"sanity";"a\arte-sanity";"demo";"The Party 1993";"http://content.pouet.net/files/screenshots/00001/00001477.gif";"december 1993";"ARTE";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=1477";"arte arte sanity artesanity"
"ArtificialParadiseAGA\ArtificialParadiseAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Artificial Paradise ? 1994 NGC.";"Artificial Paradise";"1994 NGC";"4293160960";"A\ArtificialParadise_v1.0_NewGenerationCrew_AGA.lha";"ArtificialParadiseAGA";"ArtificialParadiseAGA";"0";"whdload";"2097152";"1825148";"ArtificialParadise";"AGA";"";"";"";"";"";"artificial paradise new generation crew";"Exact";"100";"Pouet";"amiga demo";"2nd";"New Generation Crew";"a\artificial-paradise-new-generation-crew";"demo";"Saturne 1994";"http://content.pouet.net/files/screenshots/00033/00033775.gif";"april 1994";"Artificial Paradise";"Amiga AGA";"http://www.pouet.net/prod.php?which=33775";"artificial paradise artificialparadise new generation crew artificialparadisenewgenerationcrew"
"ArtOfNoise3\ArtOfNoise3.Slave";"NoError, EmulTrap, ClearMem";"Art of Noise 3 ? 1991 Northtech.";"Art of Noise 3";"1991 Northtech";"0";"A\ArtOfNoise3_v1.0_Northtech.lha";"ArtOfNoise3";"ArtOfNoise3";"0";"whdload";"524288";"683031";"ArtOfNoise3";"OCS/ECS";"";"";"";"";"";"art of noise 3 northtech";"Exact";"100";"Pouet";"";"";"Northtech";"a\art-of-noise-3-northtech";"musicdisk";"";"http://content.pouet.net/files/screenshots/00065/00065557.png";"january 1991";"Art of Noise 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65557";"art of noise 3 artofnoise3 northtech artofnoise3northtech"
"ArtOfNoise4\ArtOfNoise4.Slave";"NoError, EmulTrap, ClearMem";"Art of Noise 4 ? 1991 Northtech.";"Art of Noise 4";"1991 Northtech";"0";"A\ArtOfNoise4_v1.0_Northtech.lha";"ArtOfNoise4";"ArtOfNoise4";"0";"whdload";"524288";"751379";"ArtOfNoise4";"OCS/ECS";"";"";"";"";"";"art of noise 4 northtech";"Exact";"100";"Pouet";"";"";"Northtech";"a\art-of-noise-4-northtech";"musicdisk";"";"http://content.pouet.net/files/screenshots/00065/00065558.png";"august 1991";"Art of Noise 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65558";"art of noise 4 artofnoise4 northtech artofnoise4northtech"
"Assemblo\Assemblo.Slave";"NoError, EmulTrap, ClearMem";"Assemblo ? 1992 World Industries.";"Assembblo";"1992 World Industries";"0";"A\Assemblo_v1.0_WorldIndustries.lha";"Assemblo";"Assemblo";"0";"whdload";"524288";"364154";"Assemblo";"OCS/ECS";"";"";"";"";"";"assemblo assembblo world industries";"Best";"3.326363";"Pouet";"amiga intro";"n/a";"World Industries";"a\assemblo-world-industries";"intro";"Assembly 1992";"http://content.pouet.net/files/screenshots/00028/00028302.png";"july 1992";"assemblo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28302";"assemblo assemblo world industries assembloworldindustries"
"Assembly92Slideshow\Assembly92Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Assembly '92 Slideshow ? 1992 World Industries.";"Assembly ";"1992 World Industries";"0";"A\Assembly92Slideshow_v1.0_WorldIndustries.lha";"Assembly92Slideshow";"Assembly92Slideshow";"0";"whdload";"524288";"919999";"Assembly92Slideshow";"OCS/ECS";"";"";"";"";"";"assembly 92 slideshow world industries";"Best";"3.05299";"Janeway Amiga Scene Demo Database";;;"World Industries";;"Slideshow";"Assembly 1992";;"7/92";"Assembly 1992 Slideshow";;;"assembly 1992 slideshow assembly1992slideshow world industries assembly1992slideshowworldindustries"
"Astrogate\Astrogate.Slave";"NoError, EmulTrap, ClearMem";"Astrogate ? 1990 Byterapers.";"Astrogate";"1990 Byterapers";"0";"A\Astrogate_v1.0_Byterapers.lha";"Astrogate";"Astrogate";"0";"whdload";"524288";"96978";"Astrogate";"OCS/ECS";"";"";"";"";"";"astrogate byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"a\astrogate-byterapers";"demo";"";"http://content.pouet.net/files/screenshots/00049/00049516.gif";"february 1990";"Astrogate";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49516";"astrogate astrogate byterapers astrogatebyterapers"
"AtmosphericalMelodies\AtmosphericalMelodies.Slave";"NoError, ClearMem";"Atmospherical Melodies ? 1997 Carnage.";"Atmospherical Melodies";"1997 Carnage";"0";"A\AtmosphericalMelodies_v1.0_Carnage.lha";"AtmosphericalMelodies";"AtmosphericalMelodies";"0";"whdload";"524288";"919602";"AtmosphericalMelodies";"OCS/ECS";"";"";"";"";"";"atmospherical melodies carnage";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Carnage";;"Musicdisk";"";;"";"Atmospherical Melodies";;;"atmospherical melodies atmosphericalmelodies carnage atmosphericalmelodiescarnage"
"AtomeAGA\AtomeAGA.Slave";"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Atome ? 1996 Skarla";"Atome";"1996 Skarla";"1224704";"A\Atome_v1.1_Skarla_AGA.lha";"AtomeAGA";"AtomeAGA";"0";"whdload";"946176";"1244357";"Atome";"AGA";"";"";"";"";"";"atome aga skarla";"Best";"3.568686";"Pouet";"amiga demo";"1st";"skarla";"a\atome-skarla";"demo";"Saturne 1996";"http://content.pouet.net/files/screenshots/00005/00005418.jpg";"april 1996";"atome";"Amiga AGA";"http://www.pouet.net/prod.php?which=5418";"atome atome skarla atomeskarla"
"AudienceIsListening\AudienceIsListening.Slave";"NoError, EmulTrap, ClearMem";"The Audience is Listening ? 1991 Taipan";"The Audience is Listening";"1991 Taipan";"0";"A\AudienceIsListening_v1.0_Taipan.lha";"AudienceIsListening";"AudienceIsListening";"0";"whdload";"524288";"336712";"AudienceIsListening";"OCS/ECS";"";"";"";"";"";"audience is listening the taipan";"Best";"5.139593";"Pouet";"";"";"Taipan";"t\the-audience-is-listening-taipan";"musicdisk";"";"http://content.pouet.net/files/screenshots/00065/00065770.png";"1991";"The Audience is Listening";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65770";"the audience is listening theaudienceislistening taipan theaudienceislisteningtaipan"
"AudioDreams\AudioDreams.Slave";"NoError, EmulTrap";"Audio Dreams ? 1993 Chaos.";"Audio Dreams";"1993 Chaos";"0";"A\AudioDreams_v1.0_Chaos.lha";"AudioDreams";"AudioDreams";"0";"whdload";"524288";"1822380";"AudioDreams";"OCS/ECS";"";"";"";"";"";"audio dreams chaos";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Chaos";;"Musicdisk";"";;"1/93";"Audio Dreams";;;"audio dreams audiodreams chaos audiodreamschaos"
"AudiOmega\AudiOmega.Slave";"NoError, EmulTrap, ClearMem";"AudiOmega ? 1993 Rebels.";"AudiOmega";"1993 Rebels";"0";"A\AudiOmega_v1.0_Rebels.lha";"AudiOmega";"AudiOmega";"0";"whdload";"524288";"919453";"AudiOmega";"OCS/ECS";"";"";"";"";"";"audiomega rebels";"Exact";"100";"Pouet";"";"";"Rebels";"a\audiomega-rebels";"musicdisk";"";"http://content.pouet.net/files/screenshots/00066/00066410.png";"1993";"AudiOmega";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66410";"audi omega audiomega rebels audiomegarebels"
"AudioRhythm2\AudioRhythm2.Slave";"NoError, EmulTrap, ClearMem";"Audio Rhythm 2 ? 1993 Tronix.";"Audio Rhythm 2";"1993 Tronix";"524288";"A\AudioRhythm2_v1.0_Tronix.lha";"AudioRhythm2";"AudioRhythm2";"0";"whdload";"524288";"958238";"AudioRhythm2";"OCS/ECS";"";"";"";"";"";"audio rhythm 2 tronix";"Exact";"100";"Pouet";"";"";"Tronix";"a\audio-rhythm-2-tronix";"musicdisk";"";"http://content.pouet.net/files/screenshots/00066/00066327.png";"1993";"Audio Rhythm 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66327";"audio rhythm 2 audiorhythm2 tronix audiorhythm2tronix"
"AudioViolation\AudioViolation.slave";"NoError, EmulTrap, ClearMem";"Audio Violation ? 1993 Defekt.";"Audio Violation";"1993 Defekt";"524288";"A\AudioViolation_v1.01_Defekt.lha";"AudioViolation";"AudioViolation";"0";"whdload";"524288";"819433";"AudioViolation";"OCS/ECS";"";"";"";"";"";"audio violation defekt";"Exact";"100";"Pouet";"";"";"DEFEKT";"a\audio-violation-defekt";"musicdisk";"";"http://content.pouet.net/files/screenshots/00027/00027604.png";"n/a";"Audio Violation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27604";"audio violation audioviolation defekt audioviolationdefekt"
"AudioX\AudioX.slave";"Disk, NoError, EmulTrap";"Audio X ? 19?? Crusaders.";"";"";"";"A\AudioX_v1.0_Crusaders.lha";"AudioX";"AudioX";"0";"whdload";"524288";"921218";"AudioX";"OCS/ECS";"";"";"";"";"";"audio x the crusaders";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"The Crusaders";;"Musicdisk";"";;"";"Audio-X";;;"audio x audiox the crusaders audioxthecrusaders"
"AuthentikAGA\AuthentikAGA.Slave";"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Authentik ? 1995 Skarla";"Authentik";"1995 Skarla";"2621440";"A\Authentik_v1.0_Skarla_AGA.lha";"AuthentikAGA";"AuthentikAGA";"0";"whdload";"983040";"1608946";"Authentik";"AGA";"";"";"";"";"";"authentik aga skarla";"Best";"3.568686";"Pouet";"amiga demo";"disqualified";"skarla";"a\authentik-skarla";"demo";"The Party 1995";"http://content.pouet.net/files/screenshots/00003/00003716.gif";"december 1995";"Authentik";"Amiga AGA";"http://www.pouet.net/prod.php?which=3716";"authentik authentik skarla authentikskarla"
"AutumnNights\AutumnNights.slave";"NoError, EmulTrap, ClearMem";"Autumn Nights ? 1992 Palace.";"Autumn Nights";"1992 Palace";"0";"A\AutumnNights_v1.01_Palace.lha";"AutumnNights";"AutumnNights";"0";"whdload";"524288";"925721";"AutumnNights";"OCS/ECS";"";"";"";"";"";"autumn nights palace";"Exact";"100";"Pouet";"";"";"Palace";"a\autumn-nights-palace";"musicdisk";"";"http://content.pouet.net/files/screenshots/00026/00026631.jpg";"1991";"autumn nights";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26631";"autumn nights autumnnights palace autumnnightspalace"
"Back2Base\Back2Base.Slave";"NoError, EmulTrap, ClearMem";"Back 2 Base ? 1989 Crusaders.";"Back 2 Base";"1989 Crusaders";"0";"B\Back2Base_v1.0_Crusaders.lha";"Back2Base";"Back2Base";"0";"whdload";"524288";"547099";"Back2Base";"OCS/ECS";"";"";"";"";"";"back 2 base crusaders";"Exact";"100";"Pouet";"";"";"Crusaders";"b\back-2-base-crusaders";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008778.png";"february 1989";"Back 2 Base";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8778";"back 2 base back2base crusaders back2basecrusaders"
"Bacteria\Bacteria.slave";"Disk, NoError, EmulTrap";"Bacteria ? 19?? Crusaders.";"";"";"";"B\Bacteria_v1.0_Crusaders.lha";"Bacteria";"Bacteria";"0";"whdload";"524288";"922985";"Bacteria";"OCS/ECS";"";"";"";"";"";"bacteria the crusaders";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"The Crusaders";;"Musicdisk";"Cryptoburners, It and Visual Arts Party 90";;"";"Bacteria";;;"bacteria bacteria the crusaders bacteriathecrusaders"
"BanditsRadio\BanditsRadio.Slave";"NoError, EmulTrap, ClearMem";"Bandit's Radio 1993 Mad Elks.";"Bandit";"1993 Mad Elks";"524288";"B\BanditsRadio_v1.0_MadElks.lha";"BanditsRadio";"BanditsRadio";"0";"whdload";"524288";"918791";"BanditsRadio";"OCS/ECS";"";"";"";"";"";"bandits radio bandit mad elks";"Best";"3.379549";"Pouet";"";"";"mad elks";"b\bandits-radio-mad-elks";"demo";"";"http://content.pouet.net/files/screenshots/00034/00034290.png";"1993";"Bandit's Radio";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34290";"bandits radio banditsradio mad elks banditsradiomadelks"
"BangingRaves\BangingRaves.Slave";"NoError, ClearMem";"Banging Raves ? 1991 Intuition.";"Banging Raves";"1991 Intuition";"0";"B\BangingRaves_v1.0_Intuition.lha";"BangingRaves";"BangingRaves";"0";"whdload";"524288";"407706";"BangingRaves";"OCS/ECS";"";"";"";"";"";"banging raves intuition";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Intuition";;"Musicdisk";"";;"91";"Banging Raves";;;"banging raves bangingraves intuition bangingravesintuition"
"BangingRaves2\BangingRaves2.Slave";"NoError, ClearMem";"Banging Raves 2 ? 1991 Intuition.";"Banging Raves 2";"1991 Intuition";"0";"B\BangingRaves2_v1.0_Intuition.lha";"BangingRaves2";"BangingRaves2";"0";"whdload";"524288";"477375";"BangingRaves2";"OCS/ECS";"";"";"";"";"";"banging raves 2 intuition";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Intuition";;"Musicdisk";"";;"";"Banging Raves 2";;;"banging raves 2 bangingraves2 intuition bangingraves2intuition"
"BardInABox\BardInABox.slave";"NoError, EmulTrap, ClearMem";"Bard In A Box ? 1991 Academy.";"Bard in a Box";"1991 Academy";"0";"B\BardInABox_v1.01_Academy.lha";"BardInABox";"BardInABox";"0";"whdload";"524288";"921289";"BardInABox";"OCS/ECS";"";"";"";"";"";"bard in abox box academy";"Best";"3.023026";"Pouet";"";"";"Academy";"b\bard-in-a-box-academy";"musicdisk";"";"http://content.pouet.net/files/screenshots/00033/00033428.gif";"1991";"Bard in a box";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33428";"bard in a box bardinabox academy bardinaboxacademy"
"BassoContinuo\BassoContinuo.Slave";"NoError, EmulTrap, ClearMem";"Basso Continuo ? 1992 Fury.";"Basso Continuo";"1992 Fury";"0";"B\BassoContinuo_v1.0_Fury.lha";"BassoContinuo";"BassoContinuo";"0";"whdload";"524288";"796257";"BassoContinuo";"OCS/ECS";"";"";"";"";"";"basso continuo fury";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Fury";;"Musicdisk";"Anarchy Easter Party 92";;"4/92";"Basso Continuo";;;"basso continuo bassocontinuo fury bassocontinuofury"
"BassOMatic\BassOMatic.Slave";"NoError, EmulTrap, ClearMem";"Bass-O-Matic ? 1991 Crusaders.";"Bass-O-Matic";"1991 Crusaders";"524288";"B\BassOMatic_v1.0_Crusaders.lha";"BassOMatic";"BassOMatic";"0";"whdload";"524288";"1821989";"BassOMatic";"OCS/ECS";"";"";"";"";"";"bass omatic matic crusaders";"Best";"2.391874";"Pouet";"";"";"Crusaders";"b\bass-o-matic-crusaders";"musicdisk";"";"http://content.pouet.net/files/screenshots/00005/00005497.gif";"1991";"bass-o-matic";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5497";"bass o matic bassomatic crusaders bassomaticcrusaders"
"BatmanVuelve\BatmanVuelve.Slave";"NoError, EmulTrap";"Batman Vuelve (c) 1995 Batman Group - 2 disks.";"Batman Vuelve";"1995 Batman Group";"4096";"B\BatmanVuelve_v1.0_BatmanGroup.lha";"BatmanVuelve";"BatmanVuelve";"0";"whdload";"1048576";"1826629";"BatmanVuelve";"OCS/ECS";"";"";"";"";"";"batman vuelve group";"Best";"4.661389";"Pouet";"amiga demo";"1st";"Batman Group";"b\batman-vuelve-batman-group";"demo";"Posadas 1995";"http://content.pouet.net/files/screenshots/00002/00002967.jpg";"july 1995";"Batman Vuelve";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2967";"batman vuelve batmanvuelve batman group batmanvuelvebatmangroup"
"BaygonAGA\BaygonAGA.Slave";"NoError";"Baygon ? 1993 Melon.";"Baygon";"1993 Melon Dezign";"0";"B\Baygon_v1.2_MelonDezign_AGA.lha";"BaygonAGA";"BaygonAGA";"0";"whdload";"1802240";"921600";"Baygon";"AGA";"";"";"";"";"";"baygon aga melon dezign";"Best";"3.775244";"Pouet";"amiga demo";"2nd";"Melon Dezign";"b\baygon-melon-dezign";"demo";"Somewhere in Holland 1995";"http://content.pouet.net/files/screenshots/00001/00001644.gif";"july 1995";"Baygon";"Amiga AGA";"http://www.pouet.net/prod.php?which=1644";"baygon baygon melon dezign baygonmelondezign"
"BBSIntro\BBSIntro.Slave";"NoError, EmulTrap, ClearMem";"BBS Intro ? 1992 Technology.";"BBS Intro";"1992 Taurus";"0";"B\BBSIntro_v1.0_Taurus.lha";"BBSIntro";"BBSIntro";"0";"whdload";"524288";"108246";"BBS";"OCS/ECS";"";"";"";"Intro";"";"bbsintro bbs intro taurus";"Best";"4.226481";"Pouet";"n/a";"n/a";"taurus";"b\bbs-intro-taurus";"bbstro";"The Party 1992";"http://content.pouet.net/files/screenshots/00051/00051190.png";"december 1992";"BBS Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51190";"bbs intro bbsintro taurus bbsintrotaurus"
"BeachVolleyDemo\BeachVolleyDemo.Slave";"NoError, ClearMem";"Beach Volley demo ? 1990 Paradox";"Beach Volley demo";"1990 Paradox";"4096";"B\BeachVolleyDemo_v1.0_Paradox.lha";"BeachVolleyDemo";"BeachVolleyDemo";"0";"whdload";"524288";"161643";"BeachVolley";"OCS/ECS";"";"";"Demo";"";"";"beach volley demo paradox";"Best";"3.462127";"Pouet";"amiga demo";"4th";"Paradox";"b\beach-volley-paradox";"demo";"Alcatraz Pentcost 1990";"http://content.pouet.net/files/screenshots/00009/00009066.gif";"june 1990";"Beach Volley";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9066";"beach volley beachvolley paradox beachvolleyparadox"
"BeastSonix\BeastSonix.Slave";"NoError, EmulPriv";"Beast Sonix, ?1989 Scoopex";"-* B E A S T   S O N I X *-";"1989 Scoopex";"262144";"B\BeastSonix_v1.0_Scoopex.lha";"BeastSonix";"BeastSonix";"0";"whdload";"524288";"911600";"BeastSonix";"OCS/ECS";"";"";"";"";"";"beast sonix 1 scoopex";"Best";"4.033441";"Pouet";"";"";"Scoopex";"b\beast-sonix-scoopex";"musicdisk";"";"http://content.pouet.net/files/screenshots/00005/00005835.jpg";"may 1990";"beast sonix";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5835";"beast sonix beastsonix scoopex beastsonixscoopex"
"BeatBox\BeatBox.Slave";"NoError, EmulTrap, ClearMem";"Beat Box ? 1989 The Warfalcons.";"Beat Box";"1989 The Warfalcons";"0";"B\BeatBox_v1.0_Warfalcons.lha";"BeatBox";"BeatBox";"0";"whdload";"524288";"852880";"BeatBox";"OCS/ECS";"";"";"";"";"";"beat box warfalcons";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Warfalcons";;"Musicdisk";"";;"3/89";"Beat Box";;;"beat box beatbox warfalcons beatboxwarfalcons"
"Beatvise\Beatvise.Slave";"NoError, EmulTrap, ClearMem";"Beatvise ? 1989 Ivory.";"Beatvise";"1989 Ivory";"0";"B\Beatvise_v1.0_Ivory.lha";"Beatvise";"Beatvise";"0";"whdload";"524288";"921096";"Beatvise";"OCS/ECS";"";"";"";"";"";"beatvise ivory";"Exact";"100";"Pouet";"";"";"Ivory";"b\beatvise-ivory";"musicdisk";"";"http://content.pouet.net/files/screenshots/00017/00017750.gif";"1989";"Beatvise";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17750";"beatvise beatvise ivory beatviseivory"
"Beginning\Beginning.Slave";"NoError, EmulTrap, ClearMem";"The Beginning ? 1990 Byterapers.";"The Beginning";"1990 Byterapers";"0";"B\Beginning_v1.0_Byterapers.lha";"Beginning";"Beginning";"0";"whdload";"524288";"167713";"Beginning";"OCS/ECS";"";"";"";"";"";"beginning the byterapers";"Best";"3.344757";"Pouet";"";"";"Byterapers";"t\the-beginning-byterapers";"demo";"";"http://content.pouet.net/files/screenshots/00049/00049538.gif";"august 1990";"The Beginning";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49538";"the beginning thebeginning byterapers thebeginningbyterapers"
"BernhardSumnerMusicDisk1\BernhardSumnerMD1.Slave";"NoError, EmulTrap, ClearMem";"Bernhard Sumner Music Disk 1 ? 1991 Relay.";"Bernhard Sumner Music Disk 1";"1991 Relay";"524288";"B\BernhardSumnerMusicDisk1_v1.0_Relay.lha";"BernhardSumnerMusicDisk1";"BernhardSumnerMusicDisk1";"0";"whdload";"524288";"925650";"BernhardSumnerMusicDisk1";"OCS/ECS";"";"";"";"";"";"bernhard sumner music disk 1 relay";"Best";"3.505612";"Janeway Amiga Scene Demo Database";;;"Relay";;"Musicdisk";"";;"4/91";"Bernard Sumner Music Disk 1";;;"bernard sumner music disk 1 bernardsumnermusicdisk1 relay bernardsumnermusicdisk1relay"
"BestOfGrubi\BestOfGrubi.Slave";"NoError, EmulTrap";"The Best of Grubi ? 1991 Brainstorm.";"The Best of Grubi";"1991 Brainstorm";"0";"B\BestOfGrubi_v1.0_Brainstorm.lha";"BestOfGrubi";"BestOfGrubi";"0";"whdload";"524288";"924452";"BestOfGrubi";"OCS/ECS";"";"";"";"";"";"best of grubi the brainstorm";"Best";"3.802495";"Pouet";"";"";"Brainstorm";"s\sounddisk-2-the-best-of-grubi-brainstorm";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009141.png";"april 1991";"Sounddisk 2 -The Best of Grubi-";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9141";"sounddisk 2 the best of grubi sounddisk2thebestofgrubi brainstorm sounddisk2thebestofgrubibrainstorm"
