"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap, ClearMem";"Boundless Void ? 1993 Nemol.";"1993 Nemol";"whdload";"0";"Boundless Void";"BoundlessVoid";"919117";"B\BoundlessVoid\BoundlessVoid.slave";"491520";"B\BoundlessVoid";"524288";"BoundlessVoid";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Breath of the Muse ? 1994 Chryseis & Poseidon.";"1994 Chryseis & Poseidon";"whdload";"0";"The Breath of the Muse";"BreathOfTheMuseAGA";"902319";"B\BreathOfTheMuseAGA\BreathOfTheMuseAGA.Slave";"524288";"B\BreathOfTheMuseAGA";"2097152";"BreathOfTheMuse";"AGA";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Breathtaker ? 1994 Virtual Dreams";"1994 Virtual Dreams";"whdload";"0";"Breathtaker";"BreathtakerAGA";"3849190";"B\BreathtakerAGA\BreathtakerAGA.Slave";"3280896";"B\BreathtakerAGA";"536576";"Breathtaker";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Music Disk 1 (Breed CD1) ? 1990 Nightbreed.";"1990 Nightbreed";"whdload";"0";"Breed CD 1 (Music Disk 1)";"BreedCD1";"805258";"B\BreedCD1\BreedCD1.Slave";"0";"B\BreedCD1";"524288";"BreedCD1";"OCS/ECS";"";"";"";"";""
"NoError";"Bruno's MusicBox 2 ? 1990 Gate.";"1990 Gate";"whdload";"0";"Bruno";"BrunosMusicBox2";"917598";"B\BrunosMusicBox2\BrunosMusicBox2.Slave";"0";"B\BrunosMusicBox2";"524288";"BrunosMusicBox2";"OCS/ECS";"";"";"";"";""
"NoError";"Bruno's MusicBox 3 ? 1991 Anarchy.";"1991 Anarchy";"whdload";"0";"Bruno";"BrunosMusicBox3";"1816460";"B\BrunosMusicBox3\BrunosMusicBox3.Slave";"0";"B\BrunosMusicBox3";"524288";"BrunosMusicBox3";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Bubonic Plague ? 1989 Bloodsuckers.";"1989 Bloodsuckers";"whdload";"0";"Bubonic Plague";"BubonicPlague";"98088";"B\BubonicPlague\BubonicPlague.Slave";"0";"B\BubonicPlague";"524288";"BubonicPlague";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Burning Spear ? 1992 The Dark Demon.";"1992 The Dark Demon";"whdload";"0";"Burning Spear";"BurningSpear";"921680";"B\BurningSpear\BurningSpear.Slave";"0";"B\BurningSpear";"524288";"BurningSpear";"OCS/ECS";"";"";"";"";""
"NoError";"Can I Play Whit Madness ? Defcon 1.";"Defcon 1";"whdload";"0";"Can I play with madness";"CanIPlayWithMadness";"1133729";"C\CanIPlayWithMadness\CanIPlayWithMadness.Slave";"0";"C\CanIPlayWithMadness";"524288";"CanIPlayWithMadness";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Capricorn One by Cydonia (1 disk).";"1995 Cydonia";"whdload";"0";"Capricorn One";"CapricornOne";"907394";"C\CapricornOne\CapricornOne.Slave";"0";"C\CapricornOne";"524288";"CapricornOne";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Captured Dreams ? 1997 The Black Lotus";"1997 The Black Lotus";"whdload";"0";"Captured Dreams";"CapturedDreamsAGA";"5155671";"C\CapturedDreamsAGA\CapturedDreamsAGA.Slave";"3362816";"C\CapturedDreamsAGA";"1781760";"CapturedDreams";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cebit '89 ? 1989 Exact.";"1989 Exact";"whdload";"0";"Cebit ";"Cebit89";"153434";"C\Cebit89\Cebit89.Slave";"0";"C\Cebit89";"524288";"Cebit89";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Cebit'90 (Revenge of Babbnaasen), ?1990 RSI";"1990 Red Sector Incorporated";"whdload";"0";"- Cebit";"Cebit90";"410653";"C\Cebit90\Cebit90.Slave";"0";"C\Cebit90";"1048576";"Cebit90";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Celebration ? 1989 It.";"1989 It";"whdload";"0";"Celebration";"Celebration";"499788";"C\Celebration\Celebration.Slave";"0";"C\Celebration";"524288";"Celebration";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cerebral Delights ? 1991 Goldfire.";"1991 Goldfire";"whdload";"0";"Cerebral Delights";"CerebralDelights";"1121644";"C\CerebralDelights\CerebralDelights.Slave";"0";"C\CerebralDelights";"524288";"CerebralDelights";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Checked Implosion ? 1992 Intryx - 1 disk";"1992 Intryx";"whdload";"0";"Checked Implosion";"CheckedImplosion";"913022";"C\CheckedImplosion\CheckedImplosion.Slave";"0";"C\CheckedImplosion";"524288";"CheckedImplosion";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cherokee ? 1993 Manitou.";"1993 Manitou";"whdload";"0";"Cherokee";"Cherokee";"923745";"C\Cherokee\Cherokee.Slave";"524288";"C\Cherokee";"524288";"Cherokee";"OCS/ECS";"";"";"";"";""
"NoError";"Chip Attack ? 1995 Anathema - 2 disks";"1995 Anathema";"whdload";"0";"Chip Attack";"ChipAttack";"1820311";"C\ChipAttack\ChipAttack.Slave";"0";"C\ChipAttack";"1048576";"ChipAttack";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chip Music ? 1989 Slipstream.";"1989 Slipstream";"whdload";"0";"Chip Music";"ChipMusic";"67118";"C\ChipMusic\ChipMusic.Slave";"0";"C\ChipMusic";"524288";"ChipMusic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chip Music Festival ? 1990 Magnetic Fields.";"1990 Magnetic Fields";"whdload";"0";"Chip Music Festival";"ChipMusicFestival";"920426";"C\ChipMusicFestival\ChipMusicFestival.Slave";"0";"C\ChipMusicFestival";"524288";"ChipMusicFestival";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chords ? 1991 Foundation.";"1991 Foundation";"whdload";"0";"Chords";"Chords";"920565";"C\Chords\Chords.Slave";"0";"C\Chords";"524288";"Chords";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Chromagic ? 1993 Dual Crew Shining.";"1993 Dual Crew Shining";"whdload";"0";"Chromagic";"Chromagic";"1143425";"C\Chromagic\Chromagic.Slave";"524288";"C\Chromagic";"524288";"Chromagic";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Circle Scroller ? 1989 United Forces.";"1989 United Forces";"whdload";"0";"Circle Scroller";"CircleScroller";"124351";"C\CircleScroller\CircleScroller.Slave";"0";"C\CircleScroller";"524288";"CircleScroller";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Clapping World ? 1989 Subway.";"1989 Subway";"whdload";"0";"Clapping Hands";"ClappingWorld";"919331";"C\ClappingWorld\ClappingWorld.Slave";"0";"C\ClappingWorld";"524288";"ClappingWorld";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Coca Cola Demo ? 1989 Fraxion.";"1989 Fraxion";"whdload";"0";"Coca Cola Demo";"CocaColaDemo";"311911";"C\CocaColaDemo\CocaColaDemo.Slave";"0";"C\CocaColaDemo";"524288";"CocaCola";"OCS/ECS";"";"";"Demo";"";""
"Disk, NoError, EmulTrap";"an Intro written in 1989 by The Code Killers GDR.";"1989 Code Killers";"whdload";"0";"Code Killers Intro";"CodeKillersIntro";"204566";"C\CodeKillersIntro\CodeKillersIntro.slave";"0";"C\CodeKillersIntro";"524288";"CodeKillers";"OCS/ECS";"";"";"";"Intro";""
"NoError, EmulTrap, ClearMem";"The Codertrash ? 1991 Mexx.";"1991 Mexx";"whdload";"0";"The Codertrash";"Codertrash";"324130";"C\Codertrash\Codertrash.Slave";"0";"C\Codertrash";"524288";"Codertrash";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Color Crime 1992 X-Trade.";"1992 X-Trade";"whdload";"0";"Color Crime";"ColorCrime";"1820117";"C\ColorCrime\ColorCrime.Slave";"0";"C\ColorCrime";"524288";"ColorCrime";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Colors ? 1991 Devils";"1991 Devils";"whdload";"0";"Colors";"Colors";"923619";"C\Colors\Colors.Slave";"270336";"C\Colors";"524288";"Colors";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Coma ? 1990 Rebels";"1990 Rebels";"whdload";"0";"Coma";"Coma";"248650";"C\Coma\Coma.Slave";"4096";"C\Coma";"524288";"Coma";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Compact Music Disk 1 1990 Semtex.";"1990 Semtex";"whdload";"0";"Compact Music Disk 1";"CompactMusicDisk1";"750834";"C\CompactMusicDisk1\CompactMusicDisk1.Slave";"0";"C\CompactMusicDisk1";"524288";"CompactMusicDisk1";"OCS/ECS";"";"";"";"";""
"NoError";"Compilation Disk ? 1990 PowerLords.";"PowerLords";"whdload";"0";"Compilation Disk";"CompilationDisk";"884940";"C\CompilationDisk\CompilationDisk.Slave";"0";"C\CompilationDisk";"524288";"CompilationDisk";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"The Complete ? 1992 Talent.";"1992 Talent";"whdload";"0";"The Complete";"Complete";"918874";"C\Complete\Complete.Slave";"0";"C\Complete";"524288";"Complete";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Concept Criminosical ? 1993 Ruthless.";"1993 Ruthless";"whdload";"0";"Concept Criminosical";"ConceptCriminosical";"547841";"C\ConceptCriminosical\ConceptCriminosical.Slave";"0";"C\ConceptCriminosical";"524288";"ConceptCriminosical";"OCS/ECS";"";"";"";"";""
"NoError, EmulPriv, Examine";"";"BRONX!";"whdload";"0";"Contact intro";"ContactIntro";"218022";"C\ContactIntro\ContactIntro.Slave";"262144";"C\ContactIntro";"524288";"Contact";"OCS/ECS";"";"";"";"Intro";""
"NoError, EmulTrap";"Contravention (c) 1992 Reality - 1 disk. Download from";"1992 Reality";"whdload";"0";"Contravention";"Contravention";"201757";"C\Contravention\Contravention.Slave";"524288";"C\Contravention";"524288";"Contravention";"OCS/ECS";"";"";"";"";""
"Disk, NoError, Req68020, ReqAGA";"";"1995 Oxygene";"whdload";"0";"Control";"ControlAGA";"1814269";"C\ControlAGA\ControlAGA.slave";"802816";"C\ControlAGA";"2088960";"Control";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Coppermaster, ?1990 Angels";"1990 Angels";"whdload";"0";"Copper Master";"CopperMaster";"161143";"C\CopperMaster\CopperMaster.slave";"0";"C\CopperMaster";"524288";"CopperMaster";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Copper Slave ? 1992 Ram Jam.";"1992 Ram Jam";"whdload";"0";"Copper Slave";"CopperSlave";"174645";"C\CopperSlave\CopperSlave.Slave";"524288";"C\CopperSlave";"524288";"CopperSlave";"OCS/ECS";"";"";"";"";""
"NoError";"Crayon Shinchan ? 1993 Melon Dezign - 1 disk";"1993 Melon Dezign";"whdload";"0";"Crayon Shinchan";"CrayonShinchan";"913386";"C\CrayonShinchan\CrayonShinchan.Slave";"0";"C\CrayonShinchan";"528384";"CrayonShinchan";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Crazy Sexy Cool ? 1995 Essence";"1995 Essence";"whdload";"0";"Crazy Sexy Cool";"CrazySexyCoolAGA";"891644";"C\CrazySexyCoolAGA\CrazySexyCoolAGA.Slave";"1511424";"C\CrazySexyCoolAGA";"1138688";"CrazySexyCool";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Crazy Sounds 2 ? 1989 Team-X.";"1989 Team-X";"whdload";"0";"Crazy Sounds 2";"CrazySounds2";"1191289";"C\CrazySounds2\CrazySounds2.Slave";"0";"C\CrazySounds2";"524288";"CrazySounds2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Creamy Cranium 1 ? 1991 Strangers.";"1991 Strangers";"whdload";"0";"Creamy Cranium 1";"CreamyCranium1";"919611";"C\CreamyCranium1\CreamyCranium1.Slave";"0";"C\CreamyCranium1";"524288";"CreamyCranium1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Crystal Symphonies ? 1991 Phenomena, Scoopex,";"1991 Phenomena, Scoopex, Rebels";"whdload";"0";"Crystal Symphonies";"CrystalSymphonies";"914235";"C\CrystalSymphonies\CrystalSymphonies.slave";"0";"C\CrystalSymphonies";"524288";"CrystalSymphonies";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Crystal Symphonies 2 ? 1992 Phenomena - 1 disk";"1992 Phenomena";"whdload";"0";"Crystal Symphonies 2";"CrystalSymphonies2";"914270";"C\CrystalSymphonies2\CrystalSymphonies2.slave";"0";"C\CrystalSymphonies2";"524288";"CrystalSymphonies2";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cutcreations ? 1992 Static Bytes.";"1992 Static Bytes";"whdload";"0";"Cutcreations";"Cutcreations";"909655";"C\Cutcreations\Cutcreations.Slave";"0";"C\Cutcreations";"524288";"Cutcreations";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Cyber Sounds 1991 Bastards.";"1991 Bastards";"whdload";"0";"Cyber Sounds";"CyberSounds";"920121";"C\CyberSounds\CyberSounds.Slave";"0";"C\CyberSounds";"524288";"CyberSounds";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Dance Diverse Vol.1 ? 1993 Majic 12.";"1993 Majic 12";"whdload";"0";"Dance Diverse Vol.1";"DanceDiverseVol1";"887129";"D\DanceDiverseVol1\DanceDiverseVol1.Slave";"524288";"D\DanceDiverseVol1";"524288";"DanceDiverseVol1";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Dance Trance ? 1992 Interactive.";"1992 Interactive";"whdload";"0";"Dance Trance";"DanceTrance";"919039";"D\DanceTrance\DanceTrance.Slave";"0";"D\DanceTrance";"524288";"DanceTrance";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Dance Trance 2 ? 1993 Interactive.";"1993 Interactive";"whdload";"0";"Dance Trance 2";"DanceTrance2";"1820064";"D\DanceTrance2\DanceTrance2.Slave";"524288";"D\DanceTrance2";"524288";"DanceTrance2";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"D.A.N.E. ? 1993 Kefrens.";"";"whdload";"0";"";"DANE";"911383";"D\DANE\DANE.slave";"";"D\DANE";"1048576";"DANE";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Danish Know-How ? 1990 Flash Production.";"1990 Flash Production";"whdload";"0";"Danish Know-How";"DanishKnowHow";"542430";"D\DanishKnowHow\DanishKnowHow.Slave";"0";"D\DanishKnowHow";"524288";"DanishKnowHow";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Darkroom ? 1994 Stellar.";"1994 Stellar";"whdload";"0";"Darkroom";"Darkroom";"60493";"D\Darkroom\Darkroom.Slave";"0";"D\Darkroom";"524288";"Darkroom";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Darkside ? 1996 The Black Lotus";"1996 The Black Lotus";"whdload";"0";"Darkside";"DarksideAGA";"1741592";"D\DarksideAGA\DarksideAGA.Slave";"3899392";"D\DarksideAGA";"1875968";"Darkside";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Darktro ? 1992 Darkness.";"1992 Darkness";"whdload";"0";"Darktro";"Darktro";"72794";"D\Darktro\Darktro.Slave";"0";"D\Darktro";"524288";"Darktro";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Day Of Reckoning ? 1992 Digital";"1992 Digital";"whdload";"0";"The Day Of Reckoning";"DayOfReckoning";"843044";"D\DayOfReckoning\DayOfReckoning.Slave";"4096";"D\DayOfReckoning";"524288";"DayOfReckoning";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Deadly Jammin 2 ? 1989 Deathstar.";"1989 Deathstar";"whdload";"0";"Deadly Jammin II";"DeadlyJammin2";"912669";"D\DeadlyJammin2\DeadlyJammin2.Slave";"0";"D\DeadlyJammin2";"524288";"DeadlyJammin2";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap, ClearMem";"Decaying Paradise ? 1991 Andromeda";"1991 Andromeda";"whdload";"0";"Decaying Paradise";"DecayingParadise";"919025";"D\DecayingParadise\DecayingParadise.Slave";"270336";"D\DecayingParadise";"524288";"DecayingParadise";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Decibel Overload ? 1992 Cue-X.";"1992 Cue-X";"whdload";"0";"Decibel Overload";"DecibelOverload";"920268";"D\DecibelOverload\DecibelOverload.Slave";"0";"D\DecibelOverload";"524288";"DecibelOverload";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Deepcore ? 1992 Balance.";"1992 Balance";"whdload";"0";"Deepcore";"Deepcore";"528089";"D\Deepcore\Deepcore.Slave";"0";"D\Deepcore";"524288";"Deepcore";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Deformations ? 1992 Deform.";"";"whdload";"0";"";"Deformations";"917495";"D\Deformations\Deformations.slave";"";"D\Deformations";"524288";"Deformations";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Deja Vu by Anarchy (c) 1992 - 1 disk.";"1992 Anarchy";"whdload";"0";"Deja Vu";"DejaVu";"677653";"D\DejaVu\DejaVu.slave";"4096";"D\DejaVu";"524288";"DejaVu";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap";"Delicate Sounds ? 1990 Razor 1911.";"1990 Razor 1911";"whdload";"0";"Delicate Sounds";"DelicateSounds";"913460";"D\DelicateSounds\DelicateSounds.Slave";"0";"D\DelicateSounds";"524288";"DelicateSounds";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Delirium ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Delirium";"Delirium";"162979";"D\Delirium\Delirium.Slave";"0";"D\Delirium";"524288";"Delirium";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Delirium ? 1992 Deform.";"1992 Deform";"whdload";"0";"Delirium";"DeliriumDeform";"797260";"D\DeliriumDeform\DeliriumDeform.Slave";"0";"D\DeliriumDeform";"524288";"DeliriumDeform";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Delirium ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Delirium";"DeliriumFraxion";"162986";"D\DeliriumFraxion\DeliriumFraxion.Slave";"0";"D\DeliriumFraxion";"524288";"DeliriumFraxion";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demodisk 1 1989 Apology.";"1989 Apology";"whdload";"0";"Demodisk 1";"DemoDiskOne";"641801";"D\DemoDiskOne\DemodiskOne.Slave";"0";"D\DemoDiskOne";"524288";"DemoDiskOne";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demo Disk ? 1988 Quest.";"1988 Quest";"whdload";"0";"Demo Disk";"DemoDiskQuest";"716185";"D\DemoDiskQuest\DemoDiskQuest.Slave";"0";"D\DemoDiskQuest";"524288";"DemoDiskQuest";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demo Disk ? 1989 Subway.";"1989 Subway";"whdload";"0";"Demo Disk";"DemoDiskSubway";"888140";"D\DemoDiskSubway\DemoDiskSubway.Slave";"0";"D\DemoDiskSubway";"524288";"DemoDiskSubway";"OCS/ECS";"";"";"";"";""
"NoError";"";"Mute101";"whdload";"0";"Demo";"DemoMute101";"69253";"D\DemoMute101\DemoMute101.Slave";"0";"D\DemoMute101";"524288";"DemoMute101";"OCS/ECS";"";"";"";"";""
"Disk, NoError, NoDivZero";"Demon Download ? 1993 Silents DK.";"1993 Silents DK";"whdload";"0";"Demon Download";"DemonDownload";"1814033";"D\DemonDownload\DemonDownload.Slave";"524288";"D\DemonDownload";"524288";"DemonDownload";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"the famous Demons Are Forever ? 1988 D.O.C.";"1988 D.O.C.";"whdload";"0";"Demons Are Forever";"DemonsAreForever";"157941";"D\DemonsAreForever\DemonsAreForever.Slave";"4096";"D\DemonsAreForever";"524288";"DemonsAreForever";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Demon's Rage 1993 Nerve Axis.";"1993 Nerve Axis";"whdload";"0";"Demon";"DemonsRage";"447897";"D\DemonsRage\DemonsRage.slave";"0";"D\DemonsRage";"524288";"DemonsRage";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Hinch Demo ? 1990 Decay.";"1990 Decay";"whdload";"0";"Hinch Demo";"DerrynHinchDemo";"287456";"D\DerrynHinchDemo\DerrynHinchDemo.Slave";"1048576";"D\DerrynHinchDemo";"524288";"DerrynHinch";"OCS/ECS";"";"";"Demo";"";""
"Disk, NoError, EmulTrap";"Desert Dream, 1993 Kefrens (2 disks).";"";"whdload";"0";"";"DesertDream";"1810368";"D\DesertDream\DesertDream.slave";"";"D\DesertDream";"1048576";"DesertDream";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd, ClearMem";"Despair ? 1991 LSD";"1991 LSD";"whdload";"0";"Despair";"Despair";"212739";"D\Despair\Despair.Slave";"8192";"D\Despair";"524288";"Despair";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Det Kniber ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Det Kniber";"DetKniber";"418479";"D\DetKniber\DetKniber.slave";"0";"D\DetKniber";"524288";"DetKniber";"OCS/ECS";"";"";"";"";""
"Disk, NoError";"Devil's Key (MD4) ? 1990 Alcatraz (3 disks)";"1990 Alcatraz";"whdload";"0";"Devil";"DevilsKey";"2716379";"D\DevilsKey\DevilsKey.slave";"0";"D\DevilsKey";"524288";"DevilsKey";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Difficult To Cure ? 1995 Analog.";"1995 Analog";"whdload";"0";"Difficult To Cure";"DifficultToCure";"906860";"D\DifficultToCure\DifficultToCure.Slave";"0";"D\DifficultToCure";"1048576";"DifficultToCure";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Diggy Piggys ? 1990 Channel 42 & Silents.";"1990 Channel 42 & Silents";"whdload";"0";"Diggy Piggys Slideshow";"DiggyPiggys";"1630982";"D\DiggyPiggys\DiggyPiggys.Slave";"0";"D\DiggyPiggys";"524288";"DiggyPiggys";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Complexity ? 1992 Crass.";"1992 Crass";"whdload";"0";"Digital Complexity";"DigitalComplexityCrass";"417938";"D\DigitalComplexityCrass\DigitalComplexityCrass.Slave";"0";"D\DigitalComplexityCrass";"524288";"DigitalComplexityCrass";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #1 ? 1989 Flash Production";"1989 Flash Production";"whdload";"0";"Digital Concert #1";"DigitalConcert";"841010";"D\DigitalConcert\DigitalConcert.Slave";"4096";"D\DigitalConcert";"524288";"DigitalConcert";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #2 ? 1989 Flash Production";"1989 Flash Production";"whdload";"0";"Digital Concert #2";"DigitalConcert2";"904446";"D\DigitalConcert2\DigitalConcert2.Slave";"4096";"D\DigitalConcert2";"524288";"DigitalConcert2";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #3 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #3";"DigitalConcert3";"914404";"D\DigitalConcert3\DigitalConcert3.Slave";"4096";"D\DigitalConcert3";"524288";"DigitalConcert3";"OCS/ECS";"";"";"";"";""
"NoError, NoKbd, ClearMem";"Digital Concert #4 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #4";"DigitalConcert4";"925007";"D\DigitalConcert4\DigitalConcert4.Slave";"4096";"D\DigitalConcert4";"524288";"DigitalConcert4";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #5 ? 1990 Flash Production";"1990 Flash Production";"whdload";"0";"Digital Concert #5";"DigitalConcert5";"873938";"D\DigitalConcert5\DigitalConcert5.Slave";"4096";"D\DigitalConcert5";"524288";"DigitalConcert5";"OCS/ECS";"";"";"";"";""
"NoError, ClearMem";"Digital Concert #6 ? 1991 Flash Production";"1991 Flash Production";"whdload";"0";"Digital Concert #6";"DigitalConcert6";"926268";"D\DigitalConcert6\DigitalConcert6.Slave";"4096";"D\DigitalConcert6";"524288";"DigitalConcert6";"OCS/ECS";"";"";"";"";""
"Disk, NoError, EmulTrap";"Digital Innovation by Anarchy (c) 1991 - 1 disk.";"1991 Anarchy";"whdload";"0";"Digital Innovation";"DigitalInnovation";"906435";"D\DigitalInnovation\DigitalInnovation.slave";"0";"D\DigitalInnovation";"524288";"DigitalInnovation";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Music Art ? 1992 Wildfire.";"1992 Wildfire";"whdload";"0";"Digital Music Art";"DigitalMusicArt";"389333";"D\DigitalMusicArt\DigitalMusicArt.Slave";"0";"D\DigitalMusicArt";"524288";"DigitalMusicArt";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Noises ? 1991 Ram Jam.";"1991 Ram Jam";"whdload";"0";"Digital Noises";"DigitalNoises";"762411";"D\DigitalNoises\DigitalNoises.Slave";"0";"D\DigitalNoises";"524288";"DigitalNoises";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Digital Sounds Volume 1 ? 1990 The Warfalcons.";"1990 Warfalcons";"whdload";"0";"Digital Sounds Volume 1";"DigitalSounds1";"926448";"D\DigitalSounds1\DigitalSounds1.Slave";"0";"D\DigitalSounds1";"524288";"DigitalSounds1";"OCS/ECS";"";"";"";"";""
"NoError, Req68020, ReqAGA, ClearMem";"Dirt ? 1994 Mystic - 1 disk";"1994 Mystic";"whdload";"0";"Dirt";"DirtAGA";"374854";"D\DirtAGA\DirtAGA.Slave";"4096";"D\DirtAGA";"786432";"Dirt";"AGA";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Disco Fever ? 1990 Ipec Elite.";"1990 Ipec Elite";"whdload";"0";"Disco Fever";"DiscoFever";"640968";"D\DiscoFever\DiscoFever.Slave";"0";"D\DiscoFever";"524288";"DiscoFever";"OCS/ECS";"";"";"";"";""
"NoError, EmulTrap, ClearMem";"Divine Inspiration ? 1991 Goldfire.";"1991 Goldfire";"whdload";"0";"Divine Inspiration";"DivineInspiration";"856659";"D\DivineInspiration\DivineInspiration.Slave";"0";"D\DivineInspiration";"524288";"DivineInspiration";"OCS/ECS";"";"";"";"";""
