Whdownload Game Archive File;Whdload Name
SubBattleSimulator_v1.0_1458.zip;Sub Battle Simulator
Subbuteo_v1.0.zip;Subbuteo: The Computer Game
Subtrade_v1.0.zip;Sub Trade: Return To Irata
SuburbanCommando_v1.1_0959.zip;Suburban Commando
Subwar2050_v1.2_AGA_0146.zip;Subwar 2050 (AGA)
Subwar2050_v1.2_CD32.zip;Subwar 2050 (CD32)
SummerCamp_v1.1_2276.zip;Summer Camp
SummerChallenge_v1.1.zip;Summer Challenge
SummerGames_v1.0.zip;Summer Games
SummerGames&SummerGames2_v1.0.zip;Summer Games & Summer Games II
SummerGames2_v1.0.zip;Summer Games II
SummerOlympiad_v1.1.zip;Summer Olympiad
Supaplex_v1.2_1902.zip;Supaplex
SuperC_v1.0a.zip;Super C
SuperCars_v1.1_1527.zip;Super Cars
SuperCars2_v1.0_0224.zip;Super Cars II
SuperCauldron_v1.1.zip;Super Cauldron
Superfrog_v1.2_CD32.zip;Superfrog (CD32)
Superfrog_v1.2_0035.zip;Superfrog
SuperGrandPrix_v1.0_2145.zip;Super Grand Prix
SuperGridRunner_v1.0.zip;Super Grid Runner
SuperHangOn_v1.5_0816.zip;Super Hang-On
SuperLoopz_v1.0_AGA.zip;Super Loopz (AGA)
Superman_v1.0.zip;Superman: The Man Of Steel
SuperMethaneBros_v1.3.zip;Super Methane Bros
SuperMethaneBros_v1.2_CD32.zip;Super Methane Bros (CD32)
SuperMonacoGP_v1.1.zip;Super Monaco GP
SuperObliteration_v1.1.zip;Super Obliteration
SuperOffRoad_v1.3a_0387.zip;Ivan "Ironman" Stewart's Super Off Road
SuperOsWALD_v1.0_Dk.zip;Super OsWALD (Dk)
SuperScrambleSimulator_v1.1.zip;Super Scramble Simulator
SuperSeymourSavesThePlanet_v1.2.zip;Super Seymour Saves The Planet
SuperSki_v1.2_2492.zip;Super Ski
SuperSki2_v0501.1.zip;Super Ski II
SuperSkidmarks_v1.0_CD32.zip;Super Skidmarks (CD32)
SuperSkweek_v1.0_1935.zip;Super Skweek
SuperSpaceInvaders_v1.2.zip;Super Space Invaders
SuperStardust_v1.0_AGA_0175.zip;Super Stardust (AGA)
SuperStreetFighter2_v1.1_AGA.zip;Super Street Fighter II: The New Challengers (AGA)
SuperStreetFighter2_v1.1_0147.zip;Super Street Fighter II: The New Challengers
SuperStreetFighter2DX_v1.1_AGA.zip;Super Street Fighter II: The New Challengers (DX) (AGA)
SuperStreetFighter2Turbo_v1.1_AGA_0735.zip;Super Street Fighter II Turbo (AGA)
SuperStreetFighter2Turbo_v1.1_CD32.zip;Super Street Fighter II Turbo (CD32)
SuperTennisChamps_v1.1.zip;Super Tennis Champs
SuperTennisChamps&DataDisks_v1.1.zip;Super Tennis Champs & Data Disks
SuperTetris_v1.0_2646.zip;Super Tetris
SuperTwintris_v1.0.zip;Super Twintris
Supremacy_v1.1_1384.zip;Supremacy: Your Will Be Done
SurfNinjas_v1.0_AGA_1291.zip;Surf Ninjas (AGA)
SuspiciousCargo_v1.0_0148.zip;Suspicious Cargo
Swap_v1.0.zip;Swap
Switchblade_v1.3_1101.zip;Switchblade
Switchblade2_v1.1_1725.zip;Switchblade II
SWIV_v1.5_0038.zip;SWIV
Swooper_v1.0.zip;Swooper
Sword_v1.0.zip;Sword
Sword&TheRose_v1.2.zip;Sword & The Rose, The
SwordOfHonour_v1.0_0149.zip;Sword Of Honour
SwordOfSodan_v1.0_1103.zip;Sword Of Sodan
Swords&Galleons_v1.0.zip;Swords & Galleons
SwordsOfTwilight_v1.0_0972.zip;Swords Of Twilight
Syndicate_v2.2_0739.zip;Syndicate
Syndicate_v2.2_CD32.zip;Syndicate (CD32)
TableHockey_v0.1_Arcadia.zip;SportTime Table Hockey
TableTennisSimulation_v1.0_1912.zip;Table Tennis Simulation
Taekwondo_v1.0.zip;Taekwondo
TakeEmOut_v1.0.zip;Take 'Em Out
Tangram_v1.12.zip;Tangram
Targhan_v1.2_1859.zip;Targhan
TassTimesInTonetown_v1.0_0390.lha;Tass Times In Tonetown
TBird_v1.0.zip;T-Bird
TeamSuzuki_v1.1_1767.zip;Team Suzuki
TeamYankee_v1.0_0150.zip;Team Yankee
TearawayThomas_v1.0.zip;Tearaway Thomas
Tech_v1.0.zip;Tech
Technocop_v1.2.zip;Technocop
Technology2_v1.0.zip;Technology 2
Tecnoball_v1.1.lha;Tecnoball
TeenageMutantHeroTurtles_v1.2_0587.zip;Teenage Mutant Hero Turtles (NES)
TeenageMutantHeroTurtlesCoinOp_v1.0_2301.zip;Teenage Mutant Hero Turtles: The Coin-Op!
TeenageMutantNinjaTurtles_v1.1.zip;Teenage Mutant Ninja Turtles (NES)
TeenageQueen_v1.0_0225.zip;Teenage Queen
Teller_v1.2.zip;Teller, The
TennisChamps_v1.0.zip;Tennis Champs
TennisCup_v1.2.zip;Tennis Cup
TennisCup2_v1.0_0738.zip;Tennis Cup II
TenPinBowling_v0.1_Arcadia.zip;SportTime Ten Pin Bowling
Terminator2ArcadeGame_v1.2_0151.zip;T2: The Arcade Game
Terminator2JudgmentDay_v1.1_1339.zip;Terminator 2: Judgment Day
Terramex_v1.1_0391.zip;Terramex
Terrorpods_v1.0_0152.zip;Terrorpods
TerrysBigAdventure_v1.1_1058.zip;Terry's Big Adventure
TestDrive_v1.1_0089.zip;TestDrive
TestDrive2_v1.0_0588.zip;Test Drive II: The Duel
TestDrive2&DataDisks_v1.0_0588-0591.zip;Test Drive II: The Duel & Test Drive II Car Disk: The Muscle Cars
TetraQuest_v1.0.zip;Tetra Quest
Tetris_v1.1_Infogrames.zip;Tetris (Infogrames)
TetrisPro_v1.0.lha;Tetris Pro
Tetrix_v1.1.zip;Tetrix
TheatreOfDeath_v1.0_0254.zip;Theatre Of Death
TheirFinestHour_v1.1_0037.zip;Their Finest Hour: The Battle Of Britain
TheirFinestHour&Missions_v1.1_0037&1369.zip;Their Finest Hour: The Battle Of Britain & Missions
ThemePark_v1.0_0090.zip;Theme Park
ThemePark_v2.0_AGA_0153.zip;Theme Park (AGA)
ThemeParkMystery_v1.3_0592.zip;Theme Park Mystery: Variations On A Theme
Thexder_v1.1_0392.zip;Thexder
ThomasTheTankEngine_v1.2_2203.zip;Thomas The Tank Engine
ThomasTheTankEngine2_v1.2_2204.zip;Thomas The Tank Engine 2
ThomasTheTankEnginePinball_v1.2_CD32.zip;Thomas The Tank Engine's Pinball (CD32)
ThomasTheTankEnginePinball_v1.2_AGA.zip;Thomas The Tank Engine's Pinball (AGA)
ThreeStooges_v1.0_0740.zip;Three Stooges, The
Thunderbirds_v1.0_0742.zip;Thunderbirds
ThunderBlade_v1.3_0393.zip;Thunder Blade
ThunderBoy_v1.0.zip;Thunder Boy
ThunderBurner_v1.0_2412.zip;Thunder Burner
ThunderCats_v1.1_1783.zip;Thundercats
ThunderHawkAH73M_v2.0_0039.zip;Thunderhawk AH-73M
ThunderJaws_v1.2_0293.zip;Thunder Jaws
ThunderStrike_v1.0_0406.zip;Thunder Strike
TieBreak_v1.0.zip;Tie-Break
TigerRoad_v1.3_1141.zip;Tiger Road
Time_v1.1.zip;Time
TimeAndMagic_v1.0.zip;Time and Magik: The Trilogy
TimeBandit_v1.0.zip;Time Bandit
TimeLock_v1.1.lha;Time Lock
TimeMachine_v1.1_0974.zip;Time Machine
TimeRace_v1.0_2420.zip;Time Race
TimeRunners01_v1.0a_2593.zip;Time Runners 01: Gateways In Time
TimeRunners02_v1.0a_2713.zip;Time Runners 02: The Space Stone
TimeRunners03_v1.0a_2714.zip;Time Runners 03: The Big Run
TimeRunners04_v1.0_2753.zip;Time Runners 04: The Castle Of Fear
TimeRunners05_v1.0a_2715.zip;Time Runners 05: The Black Knight
TimeRunners06_v1.0a_2716.zip;Time Runners 06: The Bewitched Forest
TimeRunners07_v1.0a_2717.zip;Time Runners 07: In The Land Of The Invaders
TimeRunners08_v1.0a_2718.zip;Time Runners 08: The Impregnable Fortress
TimeRunners09_v1.0a_2719.zip;Time Runners 09: The Time Demon
TimeRunners10_v1.0a.zip;Time Runners 10: The Time Sentry
TimeRunners11_v1.0_2720.zip;Time Runners 11: The Steel City
TimeRunners12_v1.0_2721.zip;Time Runners 12: A Target For The Cyborg
TimeRunners13_v1.0_2722.zip;Time Runners 13: Cyberkiller
TimeRunners14_v1.0_2723.zip;Time Runners 14: Toraxid - War Star
TimeRunners15_v1.0_2724.zip;Time Runners 15: At The Speed Of Light
TimeRunners16_v1.0_2725.zip;Time Runners 16: The Galaxy Emperor
TimeRunners17_v1.0_2726.zip;Time Runners 17: The Living Labyrinth
TimeRunners18_v1.0_2727.zip;Time Runners 18: The Killer Shadow
TimeRunners19_v1.0_2728.zip;Time Runners 19: The Nightmare Prince
TimeRunners20_v1.0_2729.zip;Time Runners 20: The Mountains Of Death
TimeRunners21_v1.0_2754.zip;Time Runners 21: The Black Dragon's Curse
TimeRunners22_v1.0_2730.zip;Time Runners 22: The Eternal Damned
TimeRunners23_v1.0_2731.zip;Time Runners 23: The Time Monarch
TimeRunners24_v1.0_2732.zip;Time Runners 24: Beyond All Dimensions
TimeRunners25_v1.0_2733.zip;Time Runners 25: The Lost Planet Earth
TimeRunners26_v1.0_2734.zip;Time Runners 26: The Time Warrior
TimeRunners27_v1.0_2735.zip;Time Runners 27: Red Night
TimeRunners28_v1.0_2736.zip;Time Runners 28: Beyond The End
TimeRunners29_v1.0_2737.zip;Time Runners 29: The Last Revelation
TimeRunners30_v1.0_2738.zip;Time Runners 30: The Final Duel
TimeRunnersSeries_v1.0.zip;Time Runners (The serie)
TimeScanner_v1.0.zip;Time Scanner
TimesOfLore_v1.2_2777.zip;Times Of Lore
TimeSoldier_v1.3.zip;Time Soldier
TintinOnTheMoon_v1.2_1778.zip;Tintin On The Moon
TinToyAdventure_v1.0.zip;Tin Toy Adventure
TinToyAdventure_v1.0_AGA.zip;Tin Toy Adventure (AGA)
TinySkweeks_v1.0_2402.zip;Tiny Skweeks
TinyTroops_v1.2.zip;Tiny Troops
TipOff_v1.0_1551.zip;Tip Off
Titan_v1.4_1913.zip;Titan
TitanicBlinky_v1.1.zip;Titanic Blinky
TitusTheFox_v1.0_0226.zip;Titus The Fox: To Marrakech And Back
Toki_v2.2_0040.zip;Toki
TomAndTheGhost_v1.0_2298.zip;Tom And The Ghost
TomLandryStrategyFootball_v1.0.zip;Tom Landry Strategy Football
TomLandryStrategyFootballDeluxe_v1.0_1845.zip;Tom Landry Strategy Football Deluxe Edition
TommyGun_v1.1.zip;Tommy Gun
Toobin_v1.2_1219.zip;Toobin'
TopBanana_v1.0.zip;Top Banana
TopCat_v1.1.zip;Top Cat
TopGear2_v1.0_1737.zip;Top Gear 2
TopSecret_v1.0.zip;Top Secret
Tornado_v1.1_AGA.zip;Tornado (AGA)
Tornado_v1.1_0807.zip;Tornado
TornadoGroundAttack_v1.0.zip;Tornado Ground Attack
TorvakTheWarrior_v1.3_1796.zip;Torvak The Warrior
TotalCarnage_v1.1_AGA_1926.zip;Total Carnage (AGA)
TotalEclipse_v1.0_1973.zip;Total Eclipse
TotalFootball_v1.2_0154.zip;Total Football
TotalRecall_v1.0_1769.zip;Total Recall
TournamentGolf_v1.0_1278.zip;Tournament Golf
TowerOfBabel_v0401.1_1056.zip;Tower Of Babel
TowerOfSouls_v1.0_AGA_2212.zip;Tower Of Souls (AGA)
TowerToppler_v1.0_1392.zip;Tower Toppler
ToyotaCelicaGTRally_v1.1_1766.zip;Toyota Celica GT Rally
TRacer_v1.0.zip;T-Racer
Tracker_v1.1a_0743.zip;Tracker
Traders_v1.20_1584.zip;Traders
TrainedAssassin_v1.1.zip;Trained Assassin
Transarctica_v1.3_AGA.zip;Transarctica (AGA)
Transarctica_v1.3_0744.zip;Transarctica
Transplant_v1.01.zip;Transplant
TrapsNTreasures_v1.0.zip;Traps 'n' Treasures
TreasureIslandDizzy_v1.2_CD32.zip;Treasure Island Dizzy (CD32)
TreasureIslandDizzy_v1.2_0594.zip;Treasure Island Dizzy
TreasuresOfTheSavageFrontier_v1.0_0992.zip;Treasures Of The Savage Frontier
TrexWarrior_v1.0.zip;Trex Warrior: 22nd Century Gladiator
TrianGO_v1.1_1909.zip;TrianGo
TrivialPursuit_v1.2.zip;Trivial Pursuit: Amiga Genus Edition
TrivialPursuitANewBeginning_v1.0_1785.zip;Trivial Pursuit: A New Beginning
Troddlers_v1.1_0696.zip;Troddlers
Trolls_v1.3_CD32.zip;Trolls (CD32)
Trolls_v1.2_AGA_0996.zip;Trolls (AGA)
Trolls_v1.2.zip;Trolls
TubeWarriors_v1.0_AGA.zip;Tube Warriors (AGA)
TubularWorlds_v1.0_AGA.zip;Tubular Worlds (AGA)
TubularWorlds_v1.0.zip;Tubular Worlds
Turbo_v1.0.zip;Turbo
TurboCup_v1.2.zip;Turbo Cup
TurboCupFr_v1.2_2409.zip;Turbo Cup (Fr)
TurboOutRun_v1.1_1064.zip;Turbo Out Run
TurboTrax_v1.1_Arcane_0156.zip;Turbo Trax (Arcane)
TurnNBurn_v1.1_2523.zip;Turn N' Burn
Turrican_v1.0_0092.zip;Turrican
Turrican2_v1.4_CDTV.zip;Turrican II (CDTV)
Turrican2_v1.7_0029.lha;Turrican II
Turrican3_v1.5_2633.zip;Turrican 3
Tusker_v1.2_745.zip;Tusker
TVSportsBaseball_v1.0_0754.zip;TV Sports: Baseball
TVSportsBasketball_v1.0_2122.zip;TV Sports: Basketball
TVSportsFootball_v1.01_0407.zip;TV Sports: Football
Twintris_v1.0.zip;Twintris
TwinTurbos_v1.0.lha;Twin Turbos
TwinWorld_v1.0_1294.zip;TwinWorld - Land of Vision
Twylyte_v1.0a_0746.zip;Twylyte
Typhoon_v1.0_1361.zip;Typhoon
TyphoonThompson_v1.0_1389.zip;Typhoon Thompson in Search for the Sea Child
UFOEnemyUnknown_v1.0_AGA_0157.zip;UFO: Enemy Unknown (AGA)
UFOEnemyUnknown_v1.0_CD32.zip;UFO: Enemy Unknown (CD32)
Ugh_v1.0_0396.zip;Ugh!
Ultima3_v1.1.zip;Ultima III: Exodus
Ultima4_v1.1_1390.zip;Ultima IV: Quest Of The Avatar
Ultima5_v1.2_0785.zip;Ultima V: Warriors Of Destiny
Ultima6_v1.0_0294.zip;Ultima VI: The False Prophet
UltimateBodyBlows_v1.1_CD32.zip;Ultimate Body Blows (CD32)
UltimateGolf_v1.0.zip;Ultimate! Golf
UltimatePinballQuest_v1.1.lha;Ultimate Pinball Quest, The
UltimateXTremeRacing_v1.1_AGA_CD.lha;Ultimate XTreme Racing (AGA) (CD)
UnderPressure_v1.0.zip;Under Pressure
Uninvited_v1.0.zip;Uninvited
UniversalMilitarySimulator_v1.0_0753.zip;UMS (Universal Military Simulator)
UniversalMonsters_v1.0.zip;Universal Monsters
UniversalWarrior_v1.01_0597.zip;Universal Warrior
Universe_v1.3_CD32.zip;Universe (CD32)
Universe_v1.3_0894.zip;Universe
Unreal_v1.2_0033.zip;Unreal
UnsensibleSoccer_v1.0.zip;Unsensible Soccer
UNSquadron_v1.2_1606.zip;U.N. Squadron
Untouchables_v2.0_2392.zip;Untouchables, The
UpScope_v0.1.zip;Up Scope
Uridium2_v0801.1_1MB_1526.zip;Uridium 2 (1 MB)
Utopia_1.2_0757.zip;Utopia: The Creation Of A Nation
Utopia&NewWorlds_1.2_0757&2576.zip;Utopia & Utopia: The New Worlds
Vader_v1.0.zip;Vader
ValhallaBeforeTheWar_v1.1_0756.zip;Valhalla: Before The War
ValhallaLordOfInfinity_v1.0.zip;Valhalla And The Lord Of Infinity
VampiresEmpire_v1.0.zip;Vampire's Empire
Vaxine_v1.0_0747.zip;Vaxine
Vectorball_v1.0_2520.zip;Vectorball
VegasGambler_v1.0a.zip;Vegas Gambler
VenomWing_v1.1.zip;Venom Wing
VenusTheFlytrap_v1.1.zip;Venus: The Flytrap
VictoryRoad_v1.1.zip;Victory Road: The Pathway to Fear
VideoKid_v1.0_2555.zip;Videokid
Vigilante_v1.1_1188.zip;Vigilante
Vindicators_v1.1_0158.zip;Vindicators
Violator_v2.0.zip;Violator
Virocop_v1.1_AGA_1920.lha;Virocop (AGA)
Virocop_v1.0_1836.lha;Virocop (AGA)
VirtualKarting_v1.2_AGA_1059.lha;Virtual Karting (AGA)
VirtualKarting2_v1.1_AGA.zip;Virtual Karting II (AGA)
VirtualKarting2_v1.1_CD.zip;Virtual Karting II (AGA) (CD)
Virus_v1.0_0004.zip;Virus
VitalLight_v1.1.zip;Vital Light
Vixen_v1.3_0993.zip;Vixen
Viz_v1.0.zip;Viz
Volfied_v1.1_1418.zip;Volfied
VoodooNightmare_v1.1_2556.zip;Voodoo Nightmare
Voyager_v1.0_0228.zip;Voyager
VoyagesOfDiscovery_v1.0.lha;Voyages Of Discovery
Vroom_v1.4_1295.zip;Vroom
Vroom&DataDisk_v1.4_1295&1296.zip;Vroom & Data Disk
VroomMultiPlayer_v1.6_2158.zip;Vroom Multi-Player
Vyper_v1.0.zip;Vyper
Vyrus_v1.1_1069.zip;Vyrus
WackyDarts_v1.0.zip;Wacky Darts
WackyRaces_v1.0_1941.zip;Wacky Races
Walker_v1.0_Crunched_0159.zip;Walker (Crunched)
Wall_v1.00.zip;Wall, The
Wanderer3D_v1.0_2497.zip;Wanderer 3D
Wanted_v1.1_2619.zip;Wanted
Warhead_v1.4_1340.zip;Warhead
WarInMiddleEarth_v1.0_0968.zip;War In Middle Earth
WarInTheGulf_v1.0_1106.zip;War In The Gulf
WarlocksQuest_v1.00_0398.zip;Warlock's Quest
WarlockTheAvenger_v1.00_1413.zip;Warlock The Avenger
Warlords_v1.0_0789.zip;Warlords
WarMachine_v1.01.zip;War Machine
WarmUp_v1.0.zip;Warm Up
Warp_v0.99.zip;Warp
WarZone_v1.1_Paradox_1212.zip;War Zone (Paradox)
Watchtower_v1.0_AGA_1071.zip;Watchtower (AGA)
Waterloo_v1.1_1938.zip;Waterloo
Waxworks_v1.1_2274.zip;Waxworks
WayneGretzkyHockey_v1.2.zip;Wayne Gretzky Hockey
WayneGretzkyHockey2_v1.0.zip;Wayne Gretzky Hockey II
WayOfTheLittleDragon_v1.1_2096.lha;Way Of The Little Dragon, The
WebOfTerror_v1.0.zip;Web Of Terror
WeenTheProphecy_v1.2.zip;Ween: The Prophecy
WeirdDreams_v1.0_2100.zip;Weird Dreams
Welltris_v1.0_1622.zip;Welltris
WembleyInternationalSoccer_v1.0_AGA_1704.zip;Wembley International Soccer (AGA)
WembleyInternationalSoccer_v1.0.zip;Wembley International Soccer
WembleyRugbyLeague_v1.0_1673.zip;Wembley Rugby League
WesternGames_v1.00_0790.zip;Western Games
WestPhaser_v1.1.zip;West Phaser
WheelsOnFire_v1.0_AGA.zip;Wheels On Fire (AGA)
WhereInTheWorldIsCarmenSandiego_v0.1.zip;Where In The World Is Carmen Sandiego?
Whirligig_v1.0.zip;Whirligig
Whizz_v1.1_0409.zip;Whizz
Whizz_v1.1_AGA_0803.zip;Whizz (AGA)
WhoFramedRogerRabbit_v1.0.zip;Who Framed Roger Rabbit
WibbleWorldGiddy_v1.0.zip;Wibble World Giddy: Wibble Mania!
Wicked_v1.0_1263.zip;Wicked
WildCupSoccer_v1.0_0229.zip;Wild Cup Soccer
WildStreets_v1.0_1678.zip;Wild Streets
WildWestWorld_v1.3.zip;Wild West World
WildWheels_v1.1_2654.zip;Wild Wheels
WindowWizard_v1.0_Files_2649.zip;Window Wizard (Files)
WindSurfWilly_v1.1.zip;Wind Surf Willy
Wings_v1.0_0410.zip;Wings
WingsOfDeath_v1.01.zip;Wings Of Death
WingsOfFury_v1.0.zip;Wings Of Fury
WinningPost_v1.0.zip;Winning Post
WinterCamp_v1.0_1706.zip;Winter Camp
WinterChallenge_v1.1.zip;Winter Challenge: World Class Competition
WinterGames_v1.0.zip;Winter Games
WinterOlympiad88_v1.1_0748.zip;Winter Olympiad 88
WinterOlympics_v1.0_1127.zip;Winter Olympics
WinterSupersports92_v1.1.zip;Winter Supersports 92
Wizardry6BaneOfTheCosmicForge_v1.2_0991.zip;Wizardry: Bane Of The Cosmic Forge
Wizball_v1.2_0176.zip;Wizball
Wizkid_v1.0_1449.zip;Wizkid: The Story Of Wizball II
WizNLiz_v2.1_0749.zip;Wiz 'n' Liz
Wolfchild_v1.0_0411.zip;Wolfchild
Wolfpack_v1.0_0255.zip;Wolfpack
WonderboyInMonsterland_v1.1.zip;Wonderboy In Monsterland
WonderDog_v1.0_1201.zip;Wonder Dog
WoodysWorld_v1.0_2182.zip;Woodys World
WorldChampionshipBoxingManager_v1.0.zip;World Championship Boxing Manager
WorldChampionshipSoccer_v1.0_1063.zip;World Championship Soccer
WorldCircuit_v1.0.zip;World Circuit
WorldClassLeaderBoard_v1.2.zip;World Class Leader Board
WorldClassLeaderBoard&DataDisks_v1.2.zip;World Class Leader Board & Data Disks
WorldClassRugby_v1.0_2131.zip;World Class Rugby
WorldClassRugby5NationsEdition_v1.0.zip;World Class Rugby: Five Nations Edition
WorldClassRugby95_v1.1.zip;World Class Rugby '95
WorldClassSoccer_v1.2.zip;World Class Soccer (U.S. Gold)
WorldCricket_v1.0.zip;World Cricket
WorldCup90_v1.0.zip;Kick Off 2 Plus World Cup 90
WorldDarts_v1.0_0871.zip;World Darts
WorldRugby_v1.0_2544.zip;World Rugby
WorldSoccer_v1.1_2150.zip;World Soccer
WorldsOfLegend_v1.1_1974.zip;Worlds Of Legend: Son Of The Empire
WorldTourGolf_v1.0_0752.zip;World Tour Golf
WorldTrophySoccer_v0.1_Arcadia.zip;World Trophy Soccer (Arcadia)
Worms_v1.0_1MB_0230.zip;Worms (1 MB)
Worms_v1.0_CD32_1MB.zip;Worms (CD32) (1 MB)
Wormsigns_v1.0.zip;Wormsigns
Wreckers_v1.1_0751.lha;Wreckers
WWFEuropeanRampageTour_v1.0_1298.zip;WWF European Rampage Tour
WWFWrestleMania_v1.0_0205.zip;WWF Wrestle Mania
Xenex_v1.0.zip;Xenex
Xenomorph_v1.1_0296.zip;Xenomorph
Xenon_v1.2_0399.zip;Xenon
Xenon2_v1.6_CDTV.zip;Xenon 2: Megablast (CDTV)
Xenon2_v1.9_1Disk_2234.zip;Xenon 2: Megablast (1 Disk)
Xenophobe_v1.1.zip;Xenophobe
Xiphos_v1.0_1062.zip;Xiphos
XIt_v1.1_1585.zip;X-It
XOut_v1.1_1Disk_1274.zip;X-Out (1 Disk)
XP8_v1.2_AGA.zip;XP8 (AGA)
XR35_v1.1_0034.zip;XR-35 Fighter Mission
XTremeRacing_v1.1_AGA_0164.lha;XTreme Racing 
XTremeRacing&DataDisks_v1.1_AGA_0164&1807.lha;XTreme Racing & Data Disks (AGA)
Xybots_v1.1_1707.zip;Xybots
YogiBear&Friends_v1.0.zip;Yogi Bear And Friends In The Greed Monster
YogisBigCleanUp_v1.0_2171.zip;Yogi's Big Clean Up
YogisGreatEscape_v1.0_1355.zip;Yogi's Great Escape
YoJoe_v1.0_0750.zip;Yo! Joe!
Yolanda_v1.0a_Files.zip;Yolanda (Files)
ZakMcKracken_v1.2_0965.zip;Zak McKracken And The Alien Mindbenders
ZanyGolf_v1.1_1482.zip;Zany Golf
Zarathrusta_v1.2_1501.zip;Zarathrusta
Zaxxon_v1.1_1MB.zip;Zaxxon (1 MB)
Zeewolf_v5.03_0414.zip;Zeewolf
ZeroGravity_v1.0.zip;Zero Gravity (EAS)
Ziriax_v1.0.1.zip;Ziriax
Zombi_v1.1.zip;Zombi
ZombieApocalypse_v1.0.zip;Zombie Apocalypse
ZombieApocalypse2_v1.0_AGA.zip;Zombie Apocalypse II (AGA)
Zool_v1.2_CD32.zip;Zool: Ninja Of The "Nth" Dimension (CD32)
Zool_v2.0_AGA_1675.zip;Zool: Ninja Of The "Nth" Dimension (AGA)
Zool_v1.3.zip;Zool: Ninja Of The "Nth" Dimension
Zool2_v1.0_AGA_0415.zip;Zool 2 (AGA)
Zool2_v1.0_1111.zip;Zool 2
Zoom_v1.0a_1910.zip;Zoom!
Zyconix_v1.0.zip;Zyconix
Zynaps_v1.0_0879.zip;Zynaps
Aaargh_v1.0a_0511.zip;AAARGH!
